"Plot26"
"Time (sec)","Reaction Force28 (newton)"
0,-0
0.04,-0
0.08,-0
0.0900672471111267,567.133478313215
0.12,205.979532765094
0.13194216736287,153.271632038948
0.16,82.9081237749154
0.2,79.9634096170186
0.24,90.8435582738832
0.28,94.1651960168785
0.32,94.1261755748747
0.36,94.2445013742601
0.4,95.2644908295233
0.43,94.7371216805039
0.44,95.1197147869258
0.48,94.9800169032716
0.52,95.045325714642
0.56,95.7188265928791
0.6,95.9203486845545
0.64,95.6249868579861
0.68,95.4485434921599
0.72,95.7334815924889
0.76,96.4480487476759
0.8,96.1137976190172
0.84,95.8513746692074
0.88,95.8861415764386
0.92,96.612842763434
0.96,96.5106389350978
1,96.1716216694851
1.02,96.8693972644079
1.04,96.0198940217529
1.08,96.4202475019887
1.12,96.8569906301287
1.16,96.495590719685
1.2,96.2251510335409
1.24,96.2926984203658
1.28,97.1256679110934
1.32,96.7650522436776
1.36,96.4324043390989
1.38,97.0923949928994
1.4,96.336149922654
1.4,96.336149922654
1.44,96.8447621549701
1.48,97.0233963302692
1.52,96.6452753923204
1.56,96.3900673118405
1.6,96.5242523868545
1.64,97.2510022849097
1.68,96.8629829558265
1.69,97.2083481887658
1.72,96.5445792585656
1.76,96.4977050497985
1.8,97.1313361341866
1.84,97.0673247469505
1.88,96.6876321255229
1.92,96.4652137127656
1.96,96.7847936953769
2,97.267956786854
2.04,96.8751159234438
2.08,96.5728417066646
2.12,96.5891871267101
2.16,97.3523127367906
2.2,97.0473158212777
2.24,96.6880011231243
2.28,96.543244104974
2.28,96.543244104974
2.31,97.2878365047641
2.32,96.9893233226055
2.36,97.2324288135543
2.4,96.846687783157
2.44,96.5603235032994
2.48,96.6460039472955
2.52,97.4068610709731
2.56,97.0063801205658
2.6,96.6693467216715
2.62,97.2958835691822
2.64,96.592589063467
2.68,97.1716442121431
2.72,97.1776110878929
2.76,96.7876933827995
2.8,96.5313575733669
2.84,96.7930124086254
2.88,97.3486129182773
2.92,96.9552340798148
2.93,97.2923410015977
2.96,96.6344772431705
3,96.6220191419736
3.04,97.3376030017713
3.08,97.1111090554408
3.12,96.7275081075715
3.16,96.5613375032889
3.2,96.9414866956835
3.24,97.2583550179632
3.28,96.8818067388421
3.32,96.5547428027423
3.36,96.6030057145644
3.4,97.363877899868
3.44,96.9971164549536
3.48,97.1353425714321
3.52,97.5686311065728
3.56,98.5895595356551
3.6,98.655713499032
3.64,96.8529720783106
3.68,96.067285015526
3.72,96.3359722479475
3.76,98.8287571295716
3.8,99.2899474971385
3.84,99.5984415911932
3.88,98.9267073642288
3.92,99.3493135264623
3.96,99.3936186569635
4,99.057903022243
4.04,98.5437150876422
4.08,98.8284124147526
4.12,99.3270500740337
4.16,98.9543650508225
4.2,98.7601762886733
4.24,99.305202702994
4.28,100.210228825742
4.32,99.7521898657074
4.36,99.5662666934233
4.4,99.5050965852829
4.44,99.760841191653
