,,,,
Time (sec),Yaw_Front_Left (deg),Yaw_Back_Left (deg),Yaw_Back_Right (deg),Yaw_Front_Right (deg)
81.12,151.9290518,135.7726886,160.3060709,174.0654393
81.16,151.9357721,135.7680209,160.30583,174.0643974
81.2,151.9417914,135.7629624,160.3052051,174.0628682
81.24,151.947562,135.7580571,160.3045453,174.0612771
81.28,151.9535737,135.7538471,160.3042791,174.0601882
81.32,151.9589439,135.7493302,160.3036094,174.0587143
81.36,151.9636658,135.7443415,160.3026002,174.0568271
81.4,151.9683521,135.7395704,160.3016703,174.0549566
81.44,151.9731772,135.7353469,160.3009999,174.0534046
81.47,151.976639,135.7322698,160.3004932,174.052355
81.48,151.9778382,135.7312538,160.3003433,174.0519463
81.49,151.9787655,135.7299616,160.2999927,174.0513281
81.52,151.9819665,135.726842,160.2993885,174.0501801
81.56,151.9857334,135.7221058,160.2981932,174.0480511
81.6,151.9899146,135.7181687,160.2974508,174.0464382
81.64,151.9940905,135.7145255,160.2967965,174.0449638
81.68,151.9977546,135.7105427,160.2958723,174.0432638
81.72,152.001093,135.7063239,160.2947546,174.0413012
81.76,152.0044405,135.702264,160.2937048,174.0393479
81.78,152.0064998,135.7009186,160.2935897,174.0389266
81.8,152.008182,135.6989621,160.2931017,174.0379289
81.84,152.0116712,135.6955957,160.2923885,174.0364739
81.88,152.0146095,135.6917534,160.2913325,174.0346401
81.92,152.0176737,135.6881261,160.2903493,174.0327989
81.96,152.0211658,135.6852739,160.2898401,174.0314848
82,152.0243231,135.6822282,160.2891573,174.030058
82.04,152.0270003,135.6787675,160.2881397,174.0282914
82.08,152.029638,135.675326,160.2871258,174.0264691
82.12,152.0325983,135.6724407,160.2864743,174.0250204
82.1425,152.0342672,135.6710414,160.2862005,174.0244356
82.16,152.0358388,135.6701574,160.2861715,174.0240353
82.2,152.0383574,135.667169,160.2853087,174.0225036
82.24,152.0406251,135.663953,160.2842249,174.0206804
82.28,152.0433982,135.6614432,160.2836303,174.0193231
82.32,152.0462305,135.6591903,160.2831927,174.018168
82.36,152.0488028,135.6567932,160.2826185,174.0169374
82.4,152.0509636,135.6540116,160.2817117,174.0153526
82.44,152.0530172,135.6511143,160.2807213,174.0136133
82.4525,152.0541254,135.6509337,160.2809182,174.0136829
82.48,152.0559098,135.6494642,160.2805873,174.0128124
82.52,152.058575,135.6477115,160.2803201,174.0119414
82.5296875,152.0589306,135.6468987,160.2799617,174.0113825
82.56,152.0606133,135.6452998,160.2794802,174.0104686
82.6,152.0624917,135.6427209,160.2785517,174.0088513
82.64,152.0647755,135.6407029,160.2780442,174.0076454
82.68,152.0673217,135.6391926,160.2778526,174.0068363
82.72,152.0694247,135.6372853,160.2773064,174.0057177
82.76,152.0710518,135.6348807,160.2763697,174.004185
82.8,152.0729712,135.6328416,160.2756662,174.0028202
82.84,152.0756649,135.6319474,160.2757793,174.0023567
82.88,152.0777346,135.6304045,160.2753541,174.00137
82.92,152.0793051,135.6283396,160.2745368,173.9999962
82.94,152.080496,135.6277176,160.2744807,173.9995784
82.96,152.0809233,135.6263179,160.2737638,173.998606
83,152.0830153,135.6249569,160.2734658,173.9976935
83.02,152.0838915,135.6242634,160.2732332,173.9972817
83.04,152.0854598,135.6242472,160.27357,173.9972981
83.0725,152.0861723,135.6221992,160.2725221,173.9958618
83.08,152.0869261,135.6224443,160.2728325,173.9960804
83.12,152.0882115,135.6204223,160.2718963,173.9945982
83.1225,152.0884483,135.6205126,160.2719966,173.9946804
83.16,152.0902736,135.6193814,160.2716767,173.9938
83.2,152.0923362,135.6184586,160.2715328,173.9931129
83.24,152.0940659,135.6172609,160.2711583,173.9922656
83.28,152.0953354,135.6155521,160.270371,173.9909895
83.32,152.0967719,135.614016,160.2697237,173.9897908
83.33,152.0973416,135.6140088,160.269809,173.9898165
83.36,152.0988518,135.6134069,160.2697181,173.989281
83.4,152.1007131,135.6126886,160.2696266,173.9887657
83.4325,152.1013423,135.6110731,160.2687058,173.9875001
83.44,152.1020703,135.6113999,160.2690339,173.9877409
83.48,152.1034262,135.6101359,160.2684414,173.9866682
83.52,152.1046003,135.6085799,160.2676802,173.9853391
83.56,152.1065471,135.6081362,160.2677119,173.9848916
83.6,152.1083011,135.6076153,160.2676282,173.9844257
83.64,152.1093862,135.606319,160.2669521,173.9833462
83.64,152.1093862,135.606319,160.2669521,173.9833462
83.68,152.1103652,135.6047962,160.2661415,173.9820318
83.72,152.1121008,135.6042887,160.2660461,173.9814378
83.76,152.1141105,135.6042966,160.2662767,173.9812746
83.8,152.1152637,135.6033468,160.2657593,173.9804091
83.84,152.1160938,135.6019277,160.2649294,173.9791446
83.88,152.1173149,135.6009581,160.2644477,173.9781694
83.92,152.1193289,135.6011426,160.2647554,173.9780856
83.95,152.1199941,135.6003995,160.2642757,173.9774106
83.96,152.1207456,135.6007242,160.2645707,173.977582
84,152.1215326,135.5995218,160.2638111,173.9764502
84.04,152.1224748,135.5984247,160.263157,173.9753315
84.08,152.1241257,135.5982991,160.2631922,173.9749398
84.08,152.1241257,135.5982991,160.2631922,173.9749398
84.12,152.1258383,135.5984159,160.263348,173.9747805
84.16,152.1267187,135.5975692,160.2627594,173.973894
84.2,152.1273479,135.596313,160.2619133,173.9726552
84.24,152.1285306,135.5957357,160.2615748,173.9718877
84.26,152.1295078,135.5961467,160.2618442,173.9721005
84.28,152.1305796,135.5964083,160.2621024,173.9720943
84.32,152.1316914,135.5960336,160.2618014,173.9715262
84.36,152.1322749,135.5949564,160.2610005,173.970384
84.4,152.1331076,135.5941048,160.2604092,173.969373
84.44,152.1347695,135.5944035,160.2606278,173.9692448
84.48,152.1361181,135.5946414,160.2606937,173.969063
84.52,152.1349932,135.5955002,160.2600859,173.9681998
84.56,152.1284741,135.6009332,160.2595496,173.9673309
84.6,152.1142072,135.6147888,160.2597673,173.9672586
84.64,152.088628,135.6383981,160.2597384,173.967125
84.68,152.0473145,135.6706084,160.2575698,173.965079
84.72,151.9913138,135.7136434,160.2542742,173.9623057
84.73,151.976235,135.7267088,160.2535967,173.9622699
84.76,151.9261352,135.7667409,160.2500716,173.9611561
84.8,151.8561,135.8270784,160.2436815,173.9629524
84.84,151.7771445,135.894652,160.2364965,173.965884
84.8625,151.7263311,135.9364647,160.2343051,173.9671779
84.88,151.6859761,135.9723667,160.2338282,173.9695971
84.92,151.5838844,136.0643211,160.2369047,173.976204
84.96,151.4695664,136.1727082,160.244033,173.9868201
85,151.3399768,136.2995197,160.2556183,174.0017408
85.04,151.1914785,136.4469349,160.2735374,174.0212804
85.08,151.0236309,136.6190262,160.2996356,174.0478276
85.12,150.8318089,136.8225031,160.3355389,174.0837069
85.16,150.6119903,137.0630519,160.3851576,174.1256192
85.2,150.3498843,137.3460705,160.4508009,174.1657989
85.24,150.026522,137.6781037,160.5244435,174.208673
85.28,149.6438998,138.0724583,160.6000807,174.2672513
85.32,149.1988486,138.5242123,160.6755755,174.3394807
85.36,148.698392,139.0235427,160.7590374,174.4266108
85.4,148.1428663,139.5748892,160.8611012,174.5354185
85.44,147.5215647,140.1951409,160.9922628,174.6746222
85.48,146.8324058,140.8849725,161.1542554,174.8476251
85.52,146.0624792,141.6287988,161.3423325,175.0444608
85.56,145.1724377,142.3936442,161.5332651,175.2368988
85.56,145.1724377,142.3936442,161.5332651,175.2368988
85.6,144.1230772,143.1853357,161.7244015,175.42519
85.64,142.8862396,143.9999655,161.9123408,175.6066221
85.68,141.4395008,144.8238693,162.0943718,175.7757216
85.72,139.757472,145.6722474,162.2716445,175.9342694
85.76,137.8510729,146.5964814,162.4408808,176.0801419
85.8,135.9822537,147.5768256,162.5131233,176.1144077
85.84,134.8145909,148.5613009,162.2724334,175.8194772
85.88,134.5759999,149.5518678,161.7053129,175.2330731
85.89,134.6228216,149.792107,161.5470392,175.0737623
85.92,134.8885437,150.4749424,161.1005346,174.6272827
85.96,135.3171882,151.2916816,160.6483122,174.1709823
86,135.670439,152.04115,160.3601706,173.8659643
86.00618197,135.7156068,152.1542845,160.3273601,173.8292955
86.04,135.9356061,152.7777865,160.1948392,173.7081649
86.08,136.1480571,153.5191846,160.1234236,173.7073183
86.12,136.361017,154.2822645,160.0674371,173.7043762
86.16,136.5671127,155.0733405,160.0226326,173.7025438
86.1675,136.6043507,155.2234703,160.0152886,173.7022058
86.2,136.7705283,155.8850171,159.9869644,173.7014235
86.24,136.9726836,156.7185493,159.9617569,173.7005763
86.28,137.1769123,157.5756135,159.9472603,173.7002366
86.32,137.386516,158.4594587,159.9420905,173.7002096
86.36,137.6019395,159.3735024,159.943895,173.69892
86.3772107,137.6538393,159.7334266,159.9604115,173.7104455
86.4,137.5626652,159.7415733,159.9648526,173.7214287
86.44,137.7188202,159.7733454,159.9485128,173.7393742
86.48,137.8429951,159.7961166,159.930079,173.7492141
86.52,137.9221576,159.8077445,159.9205262,173.7604957
86.56,137.9698371,159.8147135,159.9156528,173.7708193
86.6,138.0002193,159.8199391,159.9129511,173.7794139
86.61,138.0069263,159.8212199,159.9124849,173.7813374
86.64,138.0226329,159.8245424,159.9112416,173.7866424
86.68,138.0425932,159.829064,159.910068,173.7928908
86.72,138.0604719,159.8333937,159.9091921,173.7983935
86.76,138.0762349,159.8375069,159.9085069,173.8032791
86.8,138.0887446,159.8411456,159.9078967,173.8076327
86.8375,138.0995251,159.8446215,159.9074706,173.8113296
86.84,138.1002814,159.8448345,159.9074348,173.8115637
86.88,138.112823,159.8486829,159.9070571,173.8151776
86.8925,138.1154621,159.8496149,159.9069041,173.816189
86.92,138.1246951,159.8522994,159.9066849,173.8184371
86.96,138.1344715,159.8555786,159.9063312,173.8213201
86.99,138.1402699,159.8578385,159.9060892,173.8232761
87,138.1430026,159.8586639,159.9060012,173.8239118
87.04,138.151442,159.8617329,159.9057059,173.8262743
87.07790527,138.1610414,159.8648145,159.9054473,173.8283572
87.08,138.1614337,159.864971,159.9054341,173.8284661
87.11222812,138.1677046,159.867169,159.905162,173.8300011
87.12,138.1696755,159.8677943,159.9051174,173.8303749
87.16,138.1765316,159.8703694,159.9047833,173.8320629
87.2,138.1829767,159.8729119,159.9044792,173.8335749
87.24,138.1915699,159.8757069,159.9042057,173.8349898
87.28,138.1995018,159.8782507,159.9038988,173.836195
87.32,138.2059464,159.8804956,159.9035527,173.8372133
87.36,138.2116319,159.8826071,159.9032077,173.8380853
87.4,138.2178116,159.8847793,159.9028813,173.8388598
87.415,138.2200967,159.8854595,159.902709,173.8391071
87.44,138.2256279,159.8870877,159.9025445,173.8395726
87.48,138.2317226,159.8890326,159.9021598,173.8401052
87.52,138.2365976,159.8907717,159.9017616,173.8405043
87.56,138.2425816,159.8927313,159.9014177,173.8408531
87.6,138.2491209,159.8946431,159.9010506,173.8411266
87.64,138.255603,159.8964685,159.9006565,173.8413096
87.68,138.2607108,159.898036,159.9002265,173.8413792
87.72,138.2646654,159.8994057,159.8997826,173.8413552
87.76,138.2709875,159.9011887,159.8993998,173.8413562
87.8,138.2776913,159.9028763,159.8989799,173.8412927
87.84,138.2828432,159.9042857,159.898528,173.8411093
87.88,138.2872106,159.9055649,159.8980685,173.840861
87.92,138.2918713,159.9069044,159.8976284,173.840589
87.96,138.2980773,159.9084251,159.8971968,173.840323
88,138.3036664,159.9097845,159.8967327,173.8399845
88.04,138.3074038,159.9107623,159.896206,173.8395557
88.07083333,138.3111913,159.9118427,159.8958895,173.8392529
88.08,138.3117018,159.9119862,159.8957522,173.8391268
88.086875,138.3128618,159.9121861,159.8956559,173.8390552
88.12,138.3176846,159.9133807,159.8953113,173.8387152
88.16,138.3235462,159.9146759,159.894845,173.8382525
88.2,138.3280398,159.9157261,159.8943401,173.8377216
88.24,138.3318538,159.916691,159.8938379,173.8371566
88.28,138.3362755,159.9177723,159.8933622,173.8365997
88.32,138.3423526,159.919038,159.8928871,173.8360734
88.36,138.347023,159.9200237,159.8923693,173.8354673
88.3975,138.3499688,159.9207456,159.8918707,173.8348425
88.4,138.3505127,159.9208365,159.8918398,173.834811
88.44,138.3550487,159.9219053,159.8913747,173.8341829
88.48,138.3602423,159.9229819,159.8908976,173.8335571
88.52,138.3655415,159.9240335,159.890403,173.8329139
88.56,138.3695571,159.9248752,159.8898789,173.8322218
88.6,138.3725058,159.9255533,159.8893463,173.8314934
88.64,138.3774371,159.9266133,159.8888765,173.8308327
88.68,138.383262,159.9276999,159.8883885,173.8301786
88.72,138.3875395,159.9285288,159.887873,173.8294477
88.76,138.3909783,159.9292352,159.8873511,173.8286947
88.8,138.3946738,159.930024,159.8868547,173.8279582
88.84,138.4003222,159.9311265,159.8863957,173.8272815
88.88,138.4046754,159.9318948,159.8858742,173.8265362
88.92,138.4077495,159.9324456,159.8853155,173.8257576
88.96,138.4110994,159.9331941,159.8848227,173.8249995
89,138.4162229,159.9341701,159.8843584,173.8242932
89.04,138.4215654,159.9349672,159.8838784,173.8235642
89.08,138.4287316,159.933937,159.8833065,173.8227051
89.12,138.4470183,159.9297196,159.8828297,173.8217929
89.16,138.4906122,159.92304,159.8830684,173.8213298
89.2,138.5561212,159.9099929,159.8828383,173.8201481
89.24,138.6589009,159.8959234,159.8847169,173.8194602
89.28,138.7773551,159.8770177,159.8865243,173.8131201
89.32,138.8796787,159.8551194,159.8819618,173.7998856
89.36,138.9217361,159.8235138,159.8630025,173.7725797
89.4,138.9329839,159.7844227,159.8341261,173.735442
89.44,138.9342109,159.7420468,159.801646,173.6947902
89.48,138.9290849,159.7099782,159.7747999,173.6602473
89.52,138.9455353,159.701194,159.7684208,173.6464834
89.56,138.9758535,159.700163,159.771151,173.6416659
89.6,139.0168192,159.7009879,159.7759782,173.638537
89.64,139.0762488,159.7032606,159.7837673,173.6378057
89.68,139.1648828,159.7069577,159.8042518,173.6436215
89.72,139.2668312,159.7106974,159.8397852,173.6509442
89.76,139.4041942,159.717031,159.9055381,173.6697991
89.8,139.5645142,159.7233666,159.9935959,173.7072911
89.84,139.7169537,159.7214012,160.1069294,173.803313
89.88,139.7882002,159.7065773,160.2743953,173.9772458
89.92,139.7451567,159.6801221,160.4811686,174.198626
89.96,139.9663778,159.6690797,160.6600221,174.3792504
90,140.821972,159.6803741,160.8331517,174.545822
90.04,141.8062362,159.6890576,161.032452,174.7379578
90.08,143.0077365,159.6972217,161.2785732,174.9789976
90.12,144.422008,159.6819858,161.5283346,175.2237142
90.16,145.8993994,159.478067,161.7157642,175.4148729
90.2,147.4027641,159.1068789,161.8655882,175.5494944
90.24,148.8988918,158.5850083,161.9684772,175.6264208
90.28,150.3451096,157.8958528,161.9914366,175.6243491
90.32,151.7576783,157.0491703,161.9441164,175.5515013
90.36,153.1963427,156.0350946,161.8420168,175.4199985
90.4,154.7135501,154.8332234,161.6970669,175.2405018
90.44,156.3901911,153.4034649,161.5267367,175.0296562
90.48,158.3767009,151.6588769,161.3691035,174.8195308
90.51421215,160.533601,149.7917029,161.3106105,174.6979847
90.52,160.868343,149.4956423,161.3225143,174.6859856
90.56,161.5668728,148.6616751,161.668751,174.0156088
90.6,161.2628954,148.0183831,161.3812065,173.3656481
90.64,160.9473151,147.5228888,160.9401584,173.0386741
90.68,160.6802713,147.1586977,160.5851347,172.8009523
90.72,160.4249277,146.8614798,160.3108842,172.5569383
90.76,160.1791715,146.5928483,160.0742844,172.3112407
90.79291667,159.9873828,146.3874908,159.8934905,172.1198938
90.8,159.9474837,146.3449746,159.8558906,172.0803107
90.84,159.7318408,146.1152276,159.6519774,171.8672928
90.88,159.532633,145.9032382,159.4632347,171.6713778
90.92,159.349332,145.7083719,159.2896188,171.4914051
90.96,159.1811219,145.5295225,159.1303264,171.3262718
91,159.0245269,145.3626694,158.9818745,171.1724142
91.04,158.8805981,145.2095773,158.8456245,171.0310946
91.08,158.7474383,145.0678789,158.7195496,170.9003125
91.12,158.6253243,144.9378094,158.6038014,170.7803544
91.16,158.512762,144.8176738,158.4969306,170.6696666
91.2,158.408171,144.7059223,158.397534,170.5667429
91.24,158.3113962,144.6025092,158.3055254,170.4714751
91.28,158.2226069,144.5076994,158.2210775,170.3840854
91.32,158.1412628,144.4205899,158.1434874,170.3038813
91.34583333,158.0910764,144.366904,158.0956738,170.2543664
91.36,158.0654993,144.3396003,158.0713006,170.2291566
91.4,157.995076,144.264217,158.004102,170.1595988
91.44,157.9302926,144.1948902,157.942211,170.095592
91.48,157.8713738,144.1318094,157.8858064,170.0373183
91.52,157.8167989,144.0732248,157.8334115,169.9832115
91.56,157.7657316,144.0183743,157.7843232,169.9325076
91.6,157.7184337,143.9676383,157.7388318,169.8855173
91.64,157.6755756,143.9217719,157.6975622,169.8429312
91.68,157.6364169,143.8797554,157.6597189,169.8038823
91.72,157.599441,143.8400006,157.6238972,169.766918
91.76,157.5649066,143.8028788,157.590386,169.7323387
91.8,157.5334084,143.769114,157.5597701,169.7007882
91.84,157.5052342,143.7388903,157.5322614,169.6724638
91.88,157.4787099,143.7103018,157.5062371,169.6456774
91.92,157.453608,143.6832547,157.4815718,169.6202719
91.96,157.4305319,143.6585072,157.4588781,169.5969044
91.97,157.4254592,143.6530261,157.4538328,169.591721
92,157.409961,143.6365091,157.4385608,169.576016
92.04,157.3911327,143.616232,157.4198037,169.5567442
92.08,157.3730021,143.5966551,157.4016829,169.5381232
92.12,157.3559734,143.578306,157.3846244,169.5205964
92.16,157.3407676,143.5620336,157.369327,169.5049245
92.2,157.3276961,143.5479953,157.3560049,169.491292
92.24,157.3148203,143.534089,157.3428376,169.4777996
92.28,157.3023901,143.5206782,157.3301086,169.4647382
92.32,157.2911501,143.508645,157.3185404,169.4528992
92.36,157.2816151,143.4984712,157.3085795,169.4427399
92.4,157.2726843,143.4888029,157.2991139,169.4330908
92.44,157.2637291,143.4790716,157.2896123,169.4233947
92.48,157.2549008,143.4695122,157.2802506,169.413842
92.52,157.2485341,143.4627321,157.2732347,169.4067928
92.56,157.2425595,143.4564273,157.2666662,169.4000878
92.57,157.2403541,143.454079,157.2643562,169.3977141
92.6,157.2361683,143.4495033,157.2596152,169.3928947
92.64,157.2299438,143.4427562,157.2527133,169.3858718
92.68,157.2245703,143.4370277,157.2466502,169.3797497
92.72,157.2205204,143.4327059,157.2418168,169.3749081
92.76,157.216405,143.4281911,157.2368614,169.3699371
92.8,157.2115187,143.422706,157.2311178,169.3641342
92.84,157.2080847,143.4191486,157.2269155,169.35995
92.88,157.2050641,143.416102,157.2231635,169.356168
92.88,157.2050641,143.416102,157.2231635,169.356168
92.92,157.2024552,143.4132897,157.2196842,169.3526823
92.96,157.1993413,143.4098429,157.2156763,169.3486683
93,157.1962142,143.4064255,157.2116767,169.3446676
93.04,157.1938306,143.4039298,157.2084276,169.3414702
93.08,157.1925713,143.4026038,157.2062165,169.3393367
93.12,157.1906984,143.4005007,157.2033738,169.3365418
93.16,157.1884623,143.3980563,157.2002281,169.3334048
93.16,157.1884623,143.3980563,157.2002281,169.3334048
93.19,157.1873094,143.3969641,157.1984449,169.3316664
93.2,157.186562,143.3960823,157.197451,169.3306575
93.24,157.1856055,143.3951466,157.1955631,169.3288484
93.28,157.1847225,143.3941384,157.1936656,169.3270312
93.32,157.1832086,143.3924245,157.1911671,169.324581
93.36,157.1815941,143.3906637,157.1886092,169.3220633
93.4,157.1808078,143.3899213,157.1868806,169.3204367
93.44,157.1808245,143.3899541,157.1858657,169.3195325
93.48,157.1799955,143.3890092,157.184031,169.317761
93.52,157.1787818,143.3876697,157.1818505,169.3156195
93.56,157.1779819,143.3868747,157.180099,169.313948
93.6,157.1781257,143.3870867,157.1792234,169.3131935
93.64,157.1779775,143.3868477,157.1780035,169.3120836
93.68,157.1771749,143.3858913,157.1761703,169.3103222
93.72,157.1764639,143.3851601,157.1744921,169.3087139
93.76,157.1765426,143.3853761,157.1735979,169.3079334
93.8,157.1769711,143.3858262,157.1729613,169.3074119
93.84,157.1766079,143.3853669,157.1715553,169.3060874
93.88,157.1759393,143.3846223,157.1698888,169.3044845
93.92,157.1757232,143.3844627,157.1686859,169.3033907
93.96,157.1765009,143.38533,157.1683911,169.3032405
94,157.1765106,143.3850843,157.167215,169.3022096
94.04,157.1764243,143.385086,157.1661572,169.3012366
94.07,157.176342,143.3852025,157.1654263,169.300551
94.08,157.1760084,143.3847688,157.1648271,169.2999409
94.12,157.1764486,143.385346,157.1642646,169.2994895
94.16,157.1770112,143.3858944,157.1637268,169.2990803
94.2,157.1768146,143.3855871,157.1624591,169.2979097
94.24,157.1764092,143.3851129,157.161028,169.2965646
94.28,157.1766157,143.3854291,157.1602275,169.2959012
94.295,157.1763682,143.3849487,157.1595019,169.2951917
94.32,157.1778484,143.3866451,157.1602684,169.2961429
94.32875,157.1774865,143.3863162,157.1597365,169.2956179
94.36,157.1780681,143.3869563,157.1595006,169.2954414
94.38,157.1776706,143.3866429,157.1586825,169.2946374
94.4,157.1776644,143.3865286,157.1581164,169.2940937
94.44,157.1775498,143.3864655,157.157013,169.29308
94.48,157.1783789,143.3874117,157.1567784,169.2929946
94.52,157.1789816,143.3879771,157.1562605,169.2926173
94.56,157.1788659,143.3877637,157.1550748,169.291528
94.6,157.1786311,143.3875092,157.1538257,169.2903661
94.64,157.1792605,143.3883078,157.1534397,169.2901239
94.66,157.1795356,143.3884915,157.1531294,169.2898583
94.68,157.1802818,143.38942,157.1533744,169.2901919
94.69,157.1798201,143.3889474,157.1526992,169.2895201
94.72,157.1804112,143.3895022,157.1524409,169.2893502
94.76,157.1801508,143.3891858,157.1511541,169.2881386
94.8,157.180322,143.3894391,157.1503143,169.2874201
94.84,157.1814184,143.3906654,157.1503301,169.2875875
94.88,157.1819309,143.3911304,157.1497303,169.287117
94.92,157.1818032,143.3909238,157.1485485,169.2860215
94.96,157.1818035,143.390981,157.1475523,169.2851178
95,157.1825612,143.3919146,157.1472916,169.2849905
95.04,157.1834414,143.3928305,157.1470698,169.2849005
95.08,157.1835157,143.3928313,157.1460702,169.283998
95.12,157.183307,143.3925722,157.1448294,169.282843
95.16,157.1836463,143.3930217,157.1441514,169.2823028
95.2,157.1849455,143.3944439,157.1443462,169.2826564
95.24,157.1853443,143.3948189,157.1436646,169.2820835
95.28,157.185178,143.3946032,157.14247,169.2809592
95.32,157.1852718,143.3947657,157.1415614,169.2801528
95.36,157.186214,143.3958674,157.1414561,169.2801914
95.4,157.1869645,143.3966184,157.1410984,169.2799647
95.44,157.1869531,143.3965129,157.1400105,169.2789736
95.48,157.1864026,143.3958631,157.1384352,169.2774792
95.52,157.1876972,143.3973301,157.1386276,169.2778875
95.56,157.1887818,143.3986242,157.1387009,169.2780542
95.6,157.1889115,143.3987196,157.1377854,169.2772084
95.64,157.1887122,143.3984585,157.1365523,169.2760511
95.68,157.1889074,143.3987254,157.1357288,169.275351
95.72,157.1900057,143.3999466,157.1357409,169.2755215
95.76,157.1906474,143.4005533,157.1352629,169.2751813
95.795,157.1898003,143.399461,157.1334794,169.273443
95.8,157.1901708,143.3998158,157.1336693,169.2736716
95.84,157.190802,143.4006357,157.133293,169.2734465
95.88,157.1915344,143.4016303,157.1330738,169.2733197
95.88,157.1915344,143.4016303,157.1330738,169.2733197
95.92,157.1923944,143.4025529,157.1328606,169.2732118
95.96,157.192485,143.4025564,157.1318698,169.2723182
96,157.1923191,143.4023275,157.1306579,169.2712018
96.04,157.1926724,143.4027792,157.1299858,169.2706708
96.08,157.1939433,143.4041777,157.1301584,169.2710019
96.12,157.1944082,143.4045918,157.1295177,169.2704843
96.16,157.1943319,143.4044732,157.1284064,169.2694519
96.16,157.1943319,143.4044732,157.1284064,169.2694519
96.19,157.1946907,143.4050092,157.1280472,169.2691872
96.2,157.1944276,143.4046488,157.1275094,169.2686501
96.24,157.1953161,143.4057,157.1273605,169.2686395
96.28,157.1961387,143.4065282,157.1270707,169.2684844
96.32,157.1962002,143.4065106,157.1260572,169.2675698
96.36,157.1960412,143.4063175,157.1248712,169.2664716
96.4,157.1965999,143.4070236,157.1244108,169.266157
96.44,157.197861,143.4083961,157.1245703,169.2664665
96.48,157.1981811,143.4086886,157.1238198,169.2658159
96.52,157.198029,143.4084923,157.1226407,169.2647103
96.56,157.19821,143.4087539,157.1218148,169.2639967
96.6,157.1992606,143.4099422,157.1217959,169.2641277
96.64,157.1999506,143.4106056,157.121368,169.2638362
96.68,157.1999222,143.4104829,157.1202661,169.2628309
96.72,157.1999261,143.4105216,157.1192632,169.2619215
96.76,157.2006658,143.4114496,157.1189943,169.2617877
96.8,157.2017058,143.4125578,157.1189366,169.261864
96.84,157.2019071,143.4127064,157.118065,169.2610917
96.88,157.2017598,143.4125232,157.1168917,169.2599992
96.92,157.2020253,143.4128825,157.116145,169.2593775
96.96,157.2032483,143.414229,157.1162729,169.2596636
97,157.2036717,143.4144281,157.1154893,169.2590378
97.04,157.203965,143.4148388,157.1147918,169.2584375
97.07,157.2041481,143.4152416,157.114313,169.2580131
97.08,157.2038999,143.4148997,157.1137947,169.2574866
97.12,157.2046644,143.415826,157.1135407,169.257354
97.16,157.2055269,143.4166971,157.1132887,169.2572396
97.2,157.2056072,143.4166876,157.1122846,169.2563412
97.24,157.2054573,143.4164887,157.1110968,169.255248
97.28,157.2058993,143.4170587,157.1105211,169.2548172
97.295,157.2057367,143.4166691,157.1098763,169.2541909
97.32,157.2073521,143.418511,157.1107729,169.255276
97.32875,157.2070353,143.418231,157.110284,169.2547959
97.36,157.2077736,143.4190395,157.1101985,169.254774
97.38,157.2074703,143.4188281,157.1094704,169.2540636
97.4,157.2075555,143.4188119,157.108992,169.25361
97.44,157.2076125,143.4189337,157.108053,169.2527667
97.48,157.2086003,143.4200503,157.1079711,169.2528389
97.52,157.2093499,143.4207736,157.1075951,169.2526074
97.56,157.2093695,143.4207058,157.1065397,169.2516526
97.6,157.2092591,143.4205853,157.1054105,169.2506151
97.64,157.2100038,143.4215082,157.1051366,169.2504887
97.66,157.2103337,143.4217504,157.1048797,169.2502775
97.68,157.2111321,143.4227352,157.1051757,169.2506638
97.69,157.2106954,143.4222897,157.1045245,169.2500172
97.72,157.2113598,143.4229231,157.104338,169.2499207
97.76,157.21119,143.4227042,157.1031394,169.2488004
97.8,157.2114448,143.4230477,157.1023814,169.2481667
97.84,157.2126183,143.4243567,157.1024735,169.2484123
97.88,157.2132024,143.4248984,157.1019446,169.2480143
97.92,157.2131404,143.4247624,157.1008274,169.2469857
97.96,157.2132012,143.4248851,157.0998914,169.2461444
98,157.2140147,143.4258787,157.0996867,169.2460748
98.04,157.2149469,143.4268502,157.0995174,169.2460383
98.08,157.2150688,143.426902,157.0985658,169.2451851
98.12,157.2149039,143.4266901,157.0973692,169.2440759
98.16,157.2152834,143.4271831,157.0967323,169.2435783
98.2,157.2166199,143.4286449,157.096966,169.2439713
98.24,157.2170531,143.4290566,157.09632,169.2434347
98.28,157.2169184,143.4288749,157.0951582,169.2423442
98.32,157.2170411,143.4290688,157.09428,169.2415695
98.36,157.2180099,143.430199,157.0942033,169.2416373
98.4,157.2187852,143.4309764,157.0938725,169.2414377
98.44,157.2187965,143.4308951,157.0928091,169.2404716
98.48,157.2182667,143.4302679,157.0912561,169.2390007
98.52,157.21958,143.4317547,157.0914697,169.2394307
98.56,157.2206825,143.4330679,157.0915637,169.2396179
98.6,157.2208285,143.4331805,157.0906668,169.2387908
98.64,157.2206439,143.4329353,157.0894504,169.2376509
98.68,157.2208524,143.4332166,157.0886425,169.2369673
98.72,157.221963,143.4344507,157.0886699,169.2371528
98.76,157.2226163,143.4350695,157.0882062,169.2368268
98.795,157.2217781,143.4339867,157.0864332,169.2350997
98.8,157.2221501,143.4343428,157.0866251,169.23533
98.84,157.2227906,143.4351731,157.0862611,169.2351177
98.88,157.2235314,143.436177,157.0860534,169.2350025
98.88,157.2235314,143.436177,157.0860534,169.2350025
