Rover_Displacement_Along_X_Axis,
Time (sec),Linear Displacement1 (mm)
45.44,5089.543604
45.48,5095.789474
45.52,5102.036851
45.56,5108.28363
45.6,5114.529949
45.64,5120.778021
45.68,5127.026977
45.72,5133.276217
45.76,5139.524951
45.8,5145.774017
45.84,5152.024317
45.88,5158.275678
45.92,5164.528736
45.96,5170.781993
45.98125,5174.107028
46,5177.039027
46.04,5183.297305
46.08,5189.552031
46.12,5195.801709
46.16,5202.05015
46.2,5208.305527
46.24,5214.573707
46.28,5220.858364
46.31125,5225.781365
46.32,5227.162142
46.36,5233.48874
46.4,5239.834024
46.44,5246.199466
46.48,5252.590045
46.52,5259.003743
46.56,5265.438702
46.6,5271.899414
46.64,5278.385355
46.68,5284.896232
46.72,5291.436645
46.76,5298.010103
46.8,5304.616179
46.84,5311.258731
46.88,5317.946968
46.92,5324.771131
46.96,5331.885859
47,5339.375969
47.04,5347.329058
47.08,5355.816968
47.12,5363.262841
47.12965428,5364.782422
47.16,5369.4441
47.2,5375.675126
47.24,5382.03713
47.28,5388.441541
47.32,5394.832209
47.36,5401.202264
47.4,5407.561335
47.44,5413.914315
47.48,5420.259318
47.4846875,5421.002687
47.52,5426.596095
47.56,5432.928024
47.6,5439.255424
47.64,5445.577225
47.68,5451.892936
47.6925,5453.866505
47.72,5458.203187
47.745,5462.148638
47.76,5464.512034
47.8,5470.817068
47.84,5477.116303
47.88,5483.412392
47.92,5489.706392
47.96,5495.998631
48,5502.287804
48.0025,5502.680829
48.04,5508.572814
48.0553125,5510.980501
48.08,5514.856583
48.12,5521.139395
48.16,5527.419884
48.2,5533.698319
48.24,5539.974391
48.28,5546.250072
48.3125,5551.349257
48.32,5552.52521
48.36,5558.798557
48.4,5565.068809
48.44,5571.33888
48.47,5576.042675
48.48,5577.609389
48.52,5583.878862
48.56,5590.207243
48.58459274,5594.062025
48.6,5596.460664
48.60942955,5597.905368
48.64,5602.151627
48.68,5606.666712
48.72,5610.404427
48.76,5614.348167
48.8,5619.40878
48.81334068,5621.099008
48.84,5624.032681
48.88,5627.60245
48.92,5630.937222
48.96,5634.919295
49,5639.42265
49.04,5644.042839
49.08,5648.639942
49.12,5653.268521
49.16,5658.027973
49.2,5662.976848
49.24,5668.041996
49.28,5673.160775
49.32,5678.375153
49.36,5683.709341
49.4,5689.11817
49.44,5694.562766
49.48,5700.078386
49.52,5705.679498
49.56,5711.331304
49.6,5717.05373
49.64,5722.85347
49.68,5728.707171
49.72,5734.631115
49.76,5740.637028
49.8,5746.706258
49.84,5752.84702
49.84,5752.84702
49.88,5759.03665
49.92,5765.252101
49.92,5765.252101
49.96,5771.48477
50,5777.725485
50.04,5783.970943
50.08,5790.224241
50.12,5796.483014
50.16,5802.745337
50.2,5809.012703
50.24,5815.284116
50.28,5821.560164
50.32,5827.839845
50.36,5834.121387
50.4,5840.40165
50.44,5846.678646
50.48,5852.953628
50.52,5859.227671
50.56,5865.50103
50.6,5871.774501
50.64,5878.047939
50.68,5884.320893
50.72,5890.593162
50.76,5896.865625
50.8,5903.14171
50.84,5909.422292
50.88,5915.709252
50.92,5922.004188
50.96,5928.310669
51,5934.630985
51.04,5940.966886
51.08,5947.315941
51.12,5953.683194
51.16,5960.066894
51.2,5966.478173
51.24,5972.936548
51.28,5979.458642
51.32,5986.074395
51.36,5992.824916
51.4,5999.708502
51.44,6006.73887
51.48,6013.839807
51.52,6020.945259
51.56,6028.046809
51.6,6035.145193
51.64,6042.240575
51.68,6049.339963
51.72,6056.445181
51.76,6063.560347
51.8,6070.685143
51.84,6077.822567
51.88,6084.965789
51.92,6092.098015
51.96,6099.198156
52,6106.189118
52.04,6113.103293
52.08,6120.138261
52.12,6126.567366
52.1325,6128.50212
52.16,6132.682661
52.2,6138.761689
52.24,6144.882079
52.28,6151.019997
52.32,6157.167858
52.32910156,6158.568156
52.36,6163.324176
52.4,6169.491275
52.44,6175.665918
52.48,6181.846377
52.52,6188.034871
52.54,6191.133979
52.56,6194.231781
52.6,6200.435074
52.64,6206.642041
52.66,6209.747899
52.68,6212.853578
52.72,6219.07225
52.74,6222.183421
52.76,6225.29632
52.8,6231.523559
52.84,6237.752751
52.88,6243.987186
52.92,6250.226379
52.96,6256.468119
53,6262.710976
53.04,6268.956436
53.08,6275.206295
53.12,6281.45897
53.16,6287.712415
53.2,6293.96577
53.24,6300.22309
53.28,6306.483187
53.31,6311.177802
53.32,6312.744061
53.36,6319.004438
53.4,6325.266806
53.44,6331.532195
53.48,6337.79893
53.52,6344.165819
53.56,6350.789352
53.6,6356.914419
53.64,6361.921843
53.66230656,6364.336103
53.68,6366.129961
53.69,6367.109499
53.72,6369.961197
53.76,6373.686668
53.8,6377.402432
53.84,6381.212472
53.84058919,6381.28175
53.88,6386.359468
53.92,6391.877395
53.96,6397.145174
54,6401.87492
54.04,6406.054896
54.08,6409.809703
54.12,6413.31797
54.16,6416.831054
54.2,6420.56763
54.24,6424.538757
54.28,6428.65262
54.32,6432.876663
54.36,6437.187533
54.4,6441.557534
54.44,6446.016937
54.48,6450.588922
54.52,6455.276386
54.56,6460.129717
54.6,6465.162891
54.64,6470.311108
54.68,6475.554768
54.72,6480.882957
54.76,6486.270391
54.8,6491.708886
54.84,6497.176924
54.88,6502.660914
54.92,6508.142364
54.96,6513.608796
54.98,6516.339482
55,6519.068201
55.04,6524.526269
55.08,6529.961275
55.12,6535.36812
55.16,6540.752458
55.2,6546.100089
55.24,6551.411015
55.28,6556.674826
55.32,6562.347047
55.36,6568.574225
55.4,6574.815013
55.44,6581.068501
55.48,6587.326836
55.52,6593.587165
55.56,6599.849194
55.6,6606.111588
55.64,6612.374448
55.68,6618.638081
55.72,6624.904831
55.76,6631.17278
55.8,6637.442186
55.84,6643.714709
55.88,6649.985825
55.92,6656.261501
55.96,6662.554131
56,6668.859788
56.04,6675.173671
56.05,6676.749167
56.08,6681.466687
56.12,6687.745871
56.16,6694.023402
56.2,6700.291515
56.24,6706.544625
56.28,6712.789864
56.32,6719.027631
56.36,6725.230894
56.4,6731.371551
56.44,6737.446023
56.48,6743.407619
56.52,6749.280537
56.56,6755.153748
56.6,6761.108536
56.64,6767.01345
56.68,6772.836372
56.72,6778.648568
56.72,6778.648568
56.76,6784.453619
56.77929625,6787.078027
56.8,6789.818606
56.84,6794.789776
56.88,6799.274166
56.92,6803.53148
56.96,6807.588835
57,6811.40699
57.04,6814.909147
57.08,6818.079505
57.12,6821.310341
57.16,6825.214757
57.2,6830.052784
57.24,6834.305853
57.2786967,6839.05651
57.28,6839.241573
57.32,6845.036392
57.36,6850.855607
57.4,6856.692572
57.44,6862.551868
57.48,6868.420056
57.52,6874.372861
57.56,6880.388857
57.6,6886.463834
57.64,6892.584462
57.68,6898.72725
57.72,6904.876627
57.76,6911.028683
57.8,6917.189322
57.81,6918.731989
57.84,6923.359962
57.88,6929.528604
57.92,6935.69661
57.96,6941.92172
57.96,6941.92172
58,6948.180527
58.04,6954.45008
58.08,6960.721816
58.12,6966.991114
58.16,6973.259403
58.2,6979.531701
58.24,6985.807275
58.25,6987.375676
58.28,6992.084072
58.3,6995.223846
58.32,6998.363049
58.36,7004.64249
58.4,7010.925139
58.44,7017.205593
58.48,7023.485475
58.52,7029.76466
58.56,7036.042832
58.6,7042.319981
58.64,7048.595904
58.68,7054.871461
58.72,7061.147395
58.76,7067.423743
58.8,7073.699694
58.8175,7076.445216
58.84,7079.974823
58.84875,7081.348307
58.88,7086.250654
58.92,7092.527117
58.95083333,7097.364621
58.96,7098.803243
59,7105.078503
59.04,7111.353705
59.08,7117.62976
59.12,7123.906456
59.16,7130.182299
59.2,7136.45765
59.24,7142.733976
59.28,7149.010923
59.28,7149.010923
59.32,7155.287137
59.36,7161.562912
59.4,7167.838896
59.44,7174.116046
59.48,7180.393095
59.486875,7181.471703
59.52,7186.669493
59.52,7186.669493
59.56,7192.945621
59.6,7199.222384
59.64,7205.500218
59.68,7211.776987
59.72,7218.053321
59.76,7224.330424
59.8,7230.608291
59.83083333,7235.447021
59.84,7236.885937
59.88,7243.162712
59.92,7249.439403
59.96,7255.716978
60,7261.994894
60.04,7268.27249
60.08,7274.549387
60.08875,7275.923172
60.12,7280.827168
60.16,7287.105566
60.2,7293.383263
60.24,7299.660523
60.28,7305.937833
60.32,7312.215904
60.36,7318.494578
60.4,7324.772232
60.44,7331.049512
60.48,7337.327413
60.52,7343.606406
60.52203125,7343.925126
60.56,7349.884261
60.6,7356.161684
60.64,7362.439483
60.68,7368.718392
60.72,7374.997013
60.726875,7376.075923
60.76,7381.274726
60.8,7387.552205
60.84,7393.830527
60.88,7400.10917
60.92,7406.387528
60.96,7412.664997
60.9875,7416.982148
61,7418.943452
61.04,7425.222443
61.08,7431.500783
61.12,7437.778647
61.16,7444.056447
61.2,7450.335002
61.24,7456.614142
61.2475,7457.791083
61.28,7462.892345
61.32,7469.170031
61.36,7475.448302
61.4,7481.727632
61.44,7488.005921
61.48,7494.283728
61.52,7500.561772
61.56,7506.84091
61.6,7513.119836
61.606875,7514.19878
61.64,7519.397915
61.68,7525.76118
61.72,7531.932081
61.76,7537.789039
61.8,7543.623687
61.84,7548.885636
61.88,7553.307964
61.92,7557.062329
61.96,7560.550253
62,7564.142141
62.04,7567.984213
62.05,7568.985996
62.08,7572.088993
62.08,7572.088993
62.12,7576.259305
62.13488494,7577.505013
62.16,7579.162091
62.2,7581.304916
62.24,7584.067936
62.28,7587.606027
62.32,7591.418316
62.36,7595.200383
62.4,7599.034156
62.44,7603.141082
62.48,7607.560368
62.52,7612.114866
62.56,7616.755609
62.6,7621.605876
62.64,7626.678005
62.68,7631.936006
62.72,7637.365207
62.76,7642.941474
62.8,7648.608411
62.84,7654.3639
62.88,7660.238248
62.92,7666.192823
62.96,7672.242995
63,7678.378267
63.04,7684.547679
63.08,7690.735665
63.12,7696.943938
63.16,7703.166128
63.2,7709.396032
63.24,7715.631601
63.28,7721.875715
63.32,7728.124438
63.36,7734.377514
63.4,7740.632905
63.44,7746.891077
63.48,7753.149134
63.48241108,7753.526309
63.52,7759.404052
63.56,7765.65435
63.6,7771.90486
63.64,7778.155858
63.68,7784.406991
63.72,7790.658105
63.76,7796.909295
63.8,7803.161339
63.82,7806.287562
63.84,7809.413945
63.88,7815.666607
63.8846875,7816.399386
63.92,7821.919323
63.96,7828.172637
64,7834.426367
64.04,7840.680448
64.08,7846.934703
64.12,7853.189122
64.14625,7857.294344
64.16,7859.444237
64.2,7865.699656
64.24,7871.955144
64.24940755,7873.426434
64.28,7878.210496
64.32,7884.466179
64.3525,7889.549485
64.36,7890.722384
64.4,7896.978584
64.44,7903.234719
64.48,7909.491055
64.52,7915.747858
64.56,7922.004819
64.6,7928.261389
64.64,7934.517847
64.6625,7938.037648
64.68,7940.774664
64.72,7947.031752
64.76,7953.288865
64.76942708,7954.763458
64.8,7959.545559
64.84,7965.802446
64.88,7972.059431
64.90352702,7975.739464
64.92,7978.316417
64.96,7984.573185
64.9725,7986.528535
65,7990.829613
65.04,7997.086675
65.08,8003.343868
65.12,8009.600765
65.16,8015.857454
65.2,8022.114007
65.24,8028.371084
65.28,8034.628389
65.32,8040.885239
65.36,8047.14174
65.4,8053.398481
65.44,8059.655853
65.48,8065.912618
65.52,8072.169019
65.56,8078.425746
65.5975,8084.291876
65.6,8084.682874
65.64,8090.939842
65.68,8097.19635
65.68,8097.19635
65.72,8103.453031
65.76,8109.709883
65.8,8115.966951
65.84,8122.223578
65.8525,8124.178853
65.88,8128.479868
65.92,8134.736794
65.96,8140.993932
65.990625,8145.784046
66,8147.250764
66.04,8153.507197
66.08,8159.763755
66.12,8166.020639
66.16,8172.277529
66.1625,8172.668564
66.2,8178.534038
66.24,8184.790649
66.28,8191.047603
66.32,8197.304652
66.36,8203.561244
66.4,8209.81762
66.44,8216.074266
66.48,8222.331213
66.52,8228.58806
66.52916667,8230.021831
66.56,8234.844598
66.58140625,8238.193159
66.6,8241.101208
66.64,8247.591417
66.68,8254.52119
66.72,8261.052393
66.76,8267.441862
66.8,8273.589176
66.84,8278.751434
66.88,8282.402449
66.92,8285.151268
66.96,8288.311604
67,8292.34075
67.04,8296.879433
67.08,8301.397646
67.12,8305.838711
67.16,8310.477737
67.2,8315.331385
67.24,8320.315061
67.28,8325.440109
67.32,8330.664165
67.36,8335.966042
67.4,8341.412837
67.44,8346.986895
67.48,8352.662651
67.52,8358.601371
67.56,8364.877519
67.6,8371.310333
67.64,8377.726229
67.68,8384.077644
67.72,8390.374789
67.76,8396.636389
67.8,8402.869185
67.84,8409.116495
67.88,8415.37976
67.92,8421.643327
67.96,8427.907225
68,8434.180508
68.04,8440.491325
68.08,8446.794252
68.12,8453.115428
68.16,8459.425151
68.2,8465.699089
68.24,8471.946594
68.28,8478.178781
68.32,8484.407084
68.36,8490.627648
68.4,8496.84953
68.44,8503.071033
68.48,8509.292165
68.52,8515.513366
68.56,8521.735431
68.6,8527.957969
68.64,8534.18022
68.64,8534.18022
68.68,8540.401612
68.72,8546.6235
68.76,8552.846288
68.8,8559.068684
68.84,8565.290243
68.88,8571.511948
68.92,8577.734413
68.96,8583.95748
69,8590.179127
69,8590.179127
69.04,8596.401201
69.07,8601.068698
69.08,8602.623911
69.12,8608.846786
69.16,8615.069136
69.2,8621.290894
69.24,8627.513239
69.28,8633.736248
69.32,8639.822398
69.36,8645.738973
69.4,8650.859624
69.44,8654.982917
69.48,8658.427949
69.52,8661.515842
69.56,8664.517378
69.6,8667.578118
69.64,8670.72801
69.68,8674.015159
69.72,8677.412565
69.76,8680.919793
69.8,8684.564349
69.84,8688.308807
69.88,8692.1488
69.92,8696.131485
69.96,8700.236781
70,8704.438292
70.028125,8707.476029
70.04,8709.134382
70.08,8715.072081
70.12,8720.955236
70.16,8726.791509
70.2,8732.71452
70.24,8738.71363
70.2700615,8743.232201
70.28,8744.724328
70.32,8750.730799
70.36,8756.753629
70.4,8762.801061
70.44,8768.843972
70.48,8774.859672
70.52,8780.891227
70.53,8782.414149
70.56,8787.008937
70.6,8793.16219
70.64,8799.337807
70.68,8805.528434
70.691875,8807.366872
70.72,8811.722797
70.76,8817.914662
70.8,8824.109844
70.84,8830.312804
70.88,8836.51217
70.92,8842.717111
70.96,8848.919633
71,8855.123355
71.04,8861.315376
71.08,8867.495009
71.12,8873.672732
71.16,8879.852747
71.2,8886.035144
71.24,8892.219319
71.28,8898.404612
71.32,8904.591099
71.33,8906.138152
71.36,8910.778996
71.4,8916.96798
71.44,8923.157718
71.48,8929.347824
71.52,8935.538941
71.56,8941.730942
71.590625,8946.471848
71.6,8947.923275
71.64,8954.115817
71.68,8960.30869
71.72,8966.502227
71.76,8972.696148
71.7625,8973.083231
71.8,8978.89008
71.84,8985.084165
71.8675,8989.343197
71.88,8991.27877
71.92,8997.473612
71.96,9003.669698
72,9009.875376
72.04,9016.10343
72.08,9022.362936
72.12,9028.636502
72.15083333,9033.46077
72.16,9034.894453
72.2,9041.148205
72.24,9047.420153
72.28,9053.707678
72.32,9060.012518
72.3325,9061.987345
72.36,9066.331077
72.4,9072.645848
72.44,9078.958834
72.48,9085.287842
72.52,9091.637991
72.56,9098.003725
72.6,9104.39015
72.64,9110.802656
72.68,9117.241081
72.72,9123.708414
72.76,9130.200153
72.8,9136.711213
72.84,9143.236213
72.88,9149.767427
72.92,9156.262516
72.945,9160.257086
72.96,9162.625126
72.99,9167.316373
73,9168.871882
73.04,9175.066326
73.08,9181.244389
73.1040625,9184.963212
73.12,9187.425196
73.16,9193.612185
73.19250091,9198.641149
73.2,9199.802922
73.24,9205.996643
73.28,9212.193164
73.32,9218.392235
73.36,9224.592133
73.3625,9224.979663
73.4,9230.791714
73.44,9236.992382
73.46664063,9241.124281
73.48,9243.1948
73.5025,9246.683472
73.52,9249.398123
73.56,9255.600897
73.6,9261.803782
73.64,9268.00785
73.675,9273.43859
73.68,9274.214027
73.72,9280.419818
73.76,9286.624643
73.8,9292.83079
73.84,9299.038622
73.88,9305.246133
73.92,9311.453933
73.9325,9313.394361
73.96,9317.661819
74,9323.871233
74.035,9329.30613
74.04,9330.081891
74.08,9336.292484
74.12,9342.50223
74.16,9348.712459
74.2,9354.924244
74.24,9361.136562
74.25609375,9363.634331
74.28,9367.592257
74.28,9367.592257
74.32,9374.05105
74.36,9380.331748
74.4,9386.533762
74.44,9392.557472
74.48,9397.887435
74.52,9402.245838
74.56,9406.084966
74.6,9409.937306
74.64,9414.064861
74.68,9418.454504
74.71,9421.873741
74.72,9423.023102
74.76,9427.63175
74.8,9432.25864
74.84,9436.960481
74.88,9441.281705
74.92,9445.31847
74.96,9449.68428
75,9454.4494
75.04,9459.317162
75.08,9464.239751
75.12,9469.287137
75.16,9474.464476
75.2,9479.780095
75.24,9485.23343
75.28,9490.768499
75.32,9496.375636
75.36,9502.103204
75.4,9507.955009
75.44,9513.893047
75.48,9519.910879
75.52,9526.010869
75.53,9527.545734
75.56,9532.174004
75.6,9538.383449
75.64,9544.621318
75.68,9550.877767
75.72,9557.145736
75.76,9563.418432
75.8,9569.693299
75.84,9575.967487
75.88,9582.239501
75.92,9588.507747
75.96,9594.771896
76,9601.033453
76.04,9607.291226
76.08,9613.542171
76.12,9619.784677
76.16,9626.025324
76.2,9632.265725
76.24,9638.505723
76.28,9644.745722
76.32,9650.987159
76.36,9657.231183
76.4,9663.476941
76.44,9669.722859
76.4575,9672.456021
76.48,9675.969397
76.48875,9677.336826
76.50875,9680.461526
76.52,9682.218401
76.56,9688.469171
76.56,9688.469171
76.6,9694.720052
76.64,9700.971551
76.68,9707.224378
76.72,9713.481293
76.76,9719.740196
76.8,9726.006001
76.84,9732.280857
76.88,9738.559134
76.92,9744.849553
76.96,9751.145893
77,9757.45329
77.04,9763.774534
77.08,9770.098355
77.08544551,9770.960016
77.12,9776.426425
77.13,9778.004493
77.16,9782.715689
77.2,9788.955861
77.24,9795.171479
77.28,9801.375299
77.32,9807.566517
77.36,9813.734336
77.4,9819.826351
77.44,9825.850125
77.48,9831.772336
77.52,9837.583675
77.56,9843.304747
77.6,9848.899237
77.64,9854.38264
77.68,9859.766011
77.7,9862.409141
77.72,9865.015278
77.75,9868.863034
77.76,9870.130692
77.8,9875.133627
77.84,9880.009502
77.88,9884.765327
77.92,9889.542779
77.96,9894.496644
78,9899.768476
78.04,9905.441063
78.08,9911.540493
78.12,9917.419602
78.16,9923.576317
78.18798859,9928.09619
78.2,9930.151673
78.24,9936.509259
78.28,9942.884508
78.32,9949.090819
78.36,9955.262155
78.36501574,9956.040554
78.38501574,9959.148941
78.4,9961.480667
78.44,9967.709133
78.48,9973.943452
78.52,9980.181192
78.52234375,9980.546743
78.56,9986.42109
78.6,9992.662507
78.64,9998.905085
78.68,10005.14894
78.7,10008.2709
78.72,10011.39353
78.76,10017.63863
78.7725,10019.59056
78.8,10023.88425
78.84,10030.13095
78.88,10036.37803
78.92,10042.62504
78.96,10048.87232
79,10055.1202
79.02680233,10059.30705
79.04,10061.36856
79.06364532,10065.06192
79.08,10067.617
79.12,10073.86564
79.16,10080.11473
79.2,10086.3641
79.24,10092.61437
79.28,10099.03722
79.32,10105.55852
79.36,10111.77495
79.4,10117.19005
79.44,10121.99321
79.48,10126.60429
79.52,10131.26038
79.56,10137.13711
79.6,10143.46106
79.64,10149.79671
79.68,10156.12426
79.72,10162.46258
79.76,10168.81439
79.8,10175.1641
79.84,10181.50691
79.85,10183.09357
79.88,10187.85319
79.92,10194.19705
79.96,10200.53382
80,10206.8648
80.04,10213.2068
80.08,10219.4321
80.12,10225.69285
80.16,10232.07424
80.2,10238.52951
80.24,10244.97979
80.28,10251.40866
80.32,10257.78669
80.36,10264.13068
80.4,10270.45834
80.44,10276.78265
80.48,10283.11154
80.52,10289.44373
80.56,10295.7712
80.57125,10297.55089
80.6,10302.10678
80.64,10308.44707
80.68,10314.75587
80.72,10321.06199
80.72,10321.06199
80.7325,10323.03689
80.76,10327.37217
80.8,10333.65915
80.83,10338.34836
80.84,10339.90685
80.88,10346.1393
80.92,10352.3755
80.96,10358.61098
81,10364.85015
81.04,10371.09062
81.08,10377.33099
81.11,10382.01169
81.12,10383.57211
81.16,10389.81474
81.2,10396.05824
81.24,10402.3016
81.28,10408.54416
81.32,10414.78737
81.36,10421.03156
81.4,10427.27534
81.44,10433.51819
81.47,10438.20044
81.48,10439.76106
81.49,10441.3223
81.52,10446.00484
81.56,10452.24948
81.6,10458.49289
81.64,10464.73556
81.68,10470.97913
81.72,10477.22325
81.76,10483.46715
81.78,10486.58795
81.8,10489.70977
81.84,10495.95283
81.88,10502.19732
81.92,10508.44132
81.96,10514.68456
82,10520.92808
82.04,10527.17247
82.08,10533.41692
82.12,10539.66052
82.1425,10543.17223
82.16,10545.90313
82.2,10552.14724
82.24,10558.39189
82.28,10564.63535
82.32,10570.8783
82.36,10577.1216
82.4,10583.36573
82.44,10589.61014
82.4525,10591.56031
82.48,10595.85257
82.52,10602.09523
82.5296875,10603.60786
82.56,10608.33912
82.6,10614.58328
82.64,10620.8265
82.68,10627.06888
82.72,10633.3121
82.76,10639.55633
82.8,10645.80004
82.84,10652.04183
82.88,10658.28461
82.92,10664.52838
82.94,10667.64955
82.96,10670.77213
83,10677.01483
83.02,10680.13622
83.04,10683.25645
83.0725,10688.33038
83.08,10689.50008
83.12,10695.74424
83.1225,10696.13414
83.16,10701.9868
83.2,10708.22901
83.24,10714.47169
83.28,10720.71537
83.32,10726.95881
83.33,10728.51903
83.36,10733.20076
83.4,10739.44289
83.4325,10744.51657
83.44,10745.68625
83.48,10751.92979
83.52,10758.17356
83.56,10764.41541
83.6,10770.65754
83.64,10776.90108
83.64,10776.90108
83.68,10783.14493
83.72,10789.38704
83.76,10795.62821
83.8,10801.87109
83.84,10808.11469
83.88,10814.35748
83.92,10820.5983
83.95,10825.28056
83.96,10826.84028
84,10833.08358
84.04,10839.32661
84.08,10845.56794
84.08,10845.56794
84.12,10851.80887
84.16,10858.05148
84.2,10864.29472
84.24,10870.53683
84.26,10873.65676
84.28,10876.77682
84.32,10883.01868
84.36,10889.26165
84.4,10895.50414
84.44,10901.7447
84.48,10907.98558
84.52,10914.22804
84.56,10920.47044
84.6,10926.71085
84.64,10932.95097
84.68,10939.19477
84.72,10945.44012
84.73,10947.00043
84.76,10951.68479
84.8,10957.92906
84.84,10964.17394
84.8625,10967.68611
84.88,10970.41511
84.92,10976.64813
84.96,10982.8733
85,10989.09017
85.04,10995.29772
85.08,11001.49172
85.12,11007.66784
85.16,11013.82539
85.2,11019.97014
85.24,11026.10466
85.28,11032.22206
85.32,11038.32715
85.36,11044.41184
85.4,11050.45977
85.44,11056.45235
85.48,11062.38411
85.52,11068.26901
85.56,11074.15501
85.56,11074.15501
85.6,11080.04416
85.64,11085.94161
85.68,11091.85504
85.72,11097.75333
85.76,11103.55157
85.8,11109.24888
85.84,11114.88556
85.88,11120.45083
85.89,11121.83535
85.92,11125.9914
85.96,11131.55443
86,11137.12861
86.00618197,11137.98933
86.04,11142.66709
86.08,11148.14807
86.12,11153.59458
86.16,11159.00057
86.1675,11160.01125
86.2,11164.37452
86.24,11169.71593
86.28,11175.02244
86.32,11180.29003
86.36,11185.51509
86.3772107,11187.79625
86.4,11191.35783
86.44,11197.58835
86.48,11203.82802
86.52,11210.08046
86.56,11216.33895
86.6,11222.60068
86.61,11224.16617
86.64,11228.8639
86.68,11235.12736
86.72,11241.39101
86.76,11247.65525
86.8,11253.92067
86.8375,11259.7947
86.84,11260.18631
86.88,11266.45159
86.8925,11268.40998
86.92,11272.71714
86.96,11278.98332
86.99,11283.68343
87,11285.2499
87.04,11291.5165
87.07790527,11297.45443
87.08,11297.78263
87.11222812,11302.83199
87.12,11304.04945
87.16,11310.317
87.2,11316.58472
87.24,11322.85189
87.28,11329.11915
87.32,11335.38712
87.36,11341.65534
87.4,11347.92342
87.415,11350.27418
87.44,11354.19128
87.48,11360.45993
87.52,11366.729
87.56,11372.99758
87.6,11379.26586
87.64,11385.53431
87.68,11391.80336
87.72,11398.07287
87.76,11404.34173
87.8,11410.61055
87.84,11416.87983
87.88,11423.14934
87.92,11429.41871
87.96,11435.68756
88,11441.95681
88.04,11448.22699
88.07083333,11453.0598
88.08,11454.49687
88.086875,11455.57443
88.12,11460.76621
88.16,11467.03543
88.2,11473.30525
88.24,11479.57528
88.28,11485.84507
88.32,11492.11449
88.36,11498.38458
88.3975,11504.26326
88.4,11504.65507
88.44,11510.92506
88.48,11517.19467
88.52,11523.46433
88.56,11529.73456
88.6,11536.00513
88.64,11542.27511
88.68,11548.54482
88.72,11554.81501
88.76,11561.08547
88.8,11567.35575
88.84,11573.62527
88.88,11579.89536
88.92,11586.1661
88.96,11592.43668
89,11598.70667
89.04,11604.97653
89.08,11611.24789
89.12,11617.52085
89.16,11623.7934
89.2,11630.0702
89.24,11636.34489
89.28,11642.62632
89.32,11648.91709
89.36,11655.23302
89.4,11661.56578
89.44,11667.90451
89.48,11674.23258
89.52,11680.52076
89.56,11686.79085
89.6,11693.05722
89.64,11699.31798
89.68,11705.55881
89.72,11711.7826
89.76,11717.96424
89.8,11724.10546
89.84,11730.16637
89.88,11736.10415
89.92,11741.96276
89.96,11747.88967
90,11753.83613
90.04,11759.73507
90.08,11765.54423
90.12,11771.34589
90.16,11777.25933
90.2,11783.26641
90.24,11789.37378
90.28,11795.63164
90.32,11802.02295
90.36,11808.52044
90.4,11815.10383
90.44,11821.74205
90.48,11828.37054
90.51421215,11833.91771
90.52,11834.81381
90.56,11841.06453
90.6,11848.10453
90.64,11855.13134
90.68,11861.99169
90.72,11868.75384
90.76,11875.47054
90.79291667,11880.97446
90.8,11882.15626
90.84,11888.81352
90.88,11895.44153
90.92,11902.04087
90.96,11908.61307
91,11915.16558
91.04,11921.69541
91.08,11928.2062
91.12,11934.6974
91.16,11941.17209
91.2,11947.63327
91.24,11954.08084
91.28,11960.51422
91.32,11966.93469
91.34583333,11971.07744
91.36,11973.34543
91.4,11979.74712
91.44,11986.13887
91.48,11992.52014
91.52,11998.89421
91.56,12005.26252
91.6,12011.62424
91.64,12017.97786
91.68,12024.32499
91.72,12030.66878
91.76,12037.00844
91.8,12043.34261
91.84,12049.67072
91.88,12055.99645
91.92,12062.31994
91.96,12068.6397
91.97,12070.21833
92,12074.95476
92.04,12081.26693
92.08,12087.57829
92.12,12093.88781
92.16,12100.19392
92.2,12106.49605
92.24,12112.79829
92.28,12119.0999
92.32,12125.39923
92.36,12131.69526
92.4,12137.99051
92.44,12144.28617
92.48,12150.58176
92.52,12156.87263
92.56,12163.16246
92.57,12164.73646
92.6,12169.45355
92.64,12175.74447
92.68,12182.0337
92.72,12188.32032
92.76,12194.60746
92.8,12200.89653
92.84,12207.18247
92.88,12213.46728
92.88,12213.46728
92.92,12219.7515
92.96,12226.03706
93,12232.32269
93.04,12238.60677
93.08,12244.88858
93.12,12251.17198
93.16,12257.45609
93.16,12257.45609
93.19,12262.16787
93.2,12263.73938
93.24,12270.02069
93.28,12276.30211
93.32,12282.58496
93.36,12288.86799
93.4,12295.14924
93.44,12301.4289
93.48,12307.71046
93.52,12313.99278
93.56,12320.27415
93.6,12326.55358
93.64,12332.83388
93.68,12339.11563
93.72,12345.39704
93.76,12351.67667
93.8,12357.95571
93.84,12364.23652
93.88,12370.5179
93.92,12376.79826
93.96,12383.0766
94,12389.35712
94.04,12395.63744
94.07,12400.34738
94.08,12401.91816
94.12,12408.19711
94.16,12414.47604
94.2,12420.75664
94.24,12427.03764
94.28,12433.31727
94.295,12435.67305
94.32,12439.59515
94.32875,12440.96968
94.36,12445.87476
94.38,12449.01549
94.4,12452.15565
94.44,12458.43588
94.48,12464.71416
94.52,12470.99314
94.56,12477.27367
94.6,12483.55434
94.64,12489.83309
94.66,12492.97273
