Rover_Displacement_Along_X_Axis,
Time (sec),Linear Displacement1 (mm)
141.2,19134.08574
141.24,19140.37736
141.28,19146.68361
141.32,19153.02124
141.36,19159.39534
141.4,19165.80556
141.44,19172.19657
141.48,19178.61833
141.52,19185.0932
141.56,19191.58063
141.6,19198.08703
141.64,19204.61742
141.68,19211.15096
141.72,19217.6724
141.76,19224.18207
141.8,19230.67269
141.84,19237.15069
141.88,19243.60755
141.92,19250.05565
141.96,19256.48862
141.97875,19259.50265
142,19262.91089
142.04,19269.3273
142.08,19275.73705
142.0822917,19276.10434
142.12,19282.1407
142.16,19288.54197
142.2,19294.94434
142.24,19301.3481
142.24,19301.3481
142.28,19307.75067
142.32,19314.1571
142.36,19320.57665
142.4,19327.03924
142.44,19333.5349
142.48,19340.04929
142.52,19346.58438
142.56,19353.14438
142.6,19359.72562
142.64,19366.32486
142.68,19372.94264
142.72,19379.58162
142.76,19386.23705
142.8,19392.91982
142.84,19399.62708
142.88,19406.3759
142.92,19413.18952
142.96,19420.04659
143,19426.94529
143.04,19433.88218
143.08,19440.85221
143.12,19447.85462
143.125,19448.73
143.16,19454.97122
143.2,19462.30375
143.24,19469.75739
143.28,19477.28347
143.32,19484.87004
143.36,19492.55427
143.4,19500.36655
143.44,19508.27339
143.4675,19513.73871
143.48,19516.14917
143.52,19523.15289
143.56,19530.38104
143.6,19537.83171
143.64,19545.45337
143.68,19553.1489
143.72,19560.85122
143.76,19568.53023
143.8,19576.17031
143.81,19578.0731
143.84,19583.76814
143.88,19591.30777
143.92,19598.75553
143.96,19606.04157
144,19613.1218
144.0398438,19619.91356
144.04,19619.93947
144.08,19627.36866
144.12,19633.91328
144.16,19639.72983
144.2,19645.3796
144.24,19651.12665
144.2795512,19656.99301
144.28,19657.05931
144.32,19662.44609
144.36,19665.61941
144.4,19666.95701
144.44,19668.01277
144.48,19669.54177
144.52,19671.53886
144.56,19673.82179
144.6,19676.27642
144.64,19678.88106
144.68,19681.8981
144.72,19685.50139
144.76,19689.4499
144.79,19692.51804
144.8,19693.55143
144.84,19697.74178
144.88,19702.02861
144.92,19706.42813
144.96,19710.94595
145,19715.58982
145.04,19720.36753
145.08,19725.26004
145.12,19730.25037
145.16,19735.33399
145.2,19740.51296
145.24,19745.78941
145.28,19751.232
145.32,19757.27597
145.3516433,19761.51984
145.36,19762.57747
145.4,19767.07222
145.44,19770.83696
145.48,19774.33135
145.52,19777.89275
145.56,19781.58116
145.6,19785.35149
145.64,19789.18614
145.68,19793.06598
145.72,19797.21186
145.76,19801.76969
145.8,19806.56065
145.84,19811.45478
145.88,19816.40352
145.92,19821.42019
145.96,19826.50832
146,19831.6591
146.04,19836.89071
146.08,19842.22374
146.12,19847.63951
146.16,19853.10524
146.16,19853.10524
146.2,19858.63317
146.24,19864.20841
146.28,19869.83394
146.32,19875.51272
146.3375,19878.03767
146.36,19881.34871
146.4,19887.37193
146.44,19893.48992
146.48,19899.65128
146.52,19905.82874
146.56,19912.01363
146.6,19918.20838
146.64,19924.41769
146.68,19930.64283
146.72,19936.88118
146.76,19943.13125
146.8,19949.4235
146.84,19955.75115
146.8419531,19956.05884
146.88,19962.05052
146.92,19968.35747
146.96,19974.67304
147,19980.98597
147.04,19987.29145
147.08,19993.58995
147.12,19999.88551
147.14,20003.02992
147.16,20006.17283
147.2,20012.4666
147.24,20018.75772
147.28,20025.05158
147.32,20031.34908
147.36,20037.64863
147.4,20043.94737
147.44,20050.24628
147.48,20056.54805
147.52,20062.85552
147.56,20069.16718
147.6,20075.48101
147.64,20081.80046
147.68,20088.11911
147.72,20094.37291
147.76,20100.68
147.8,20107.05222
147.84,20113.43893
147.88,20119.82255
147.92,20126.19524
147.96,20132.54996
148,20138.89874
148.04,20145.23227
148.08,20151.55319
148.12,20157.83702
148.16,20164.08063
148.2,20170.3342
148.24,20176.5613
148.28,20182.73899
148.32,20188.85355
148.36,20194.87981
148.4,20200.74522
148.44,20206.45253
148.463125,20209.69221
148.48,20212.04846
148.52,20217.55548
148.56,20222.92813
148.6,20228.3625
148.64,20233.7213
148.68,20239.10751
148.72,20244.59442
148.76,20250.98211
148.8,20256.49379
148.84,20261.62306
148.88,20266.64039
148.92,20271.7034
148.96,20276.82537
149,20281.98614
149.04,20287.17355
149.08,20292.38094
149.12,20297.60112
149.16,20302.82371
149.2,20308.03741
149.24,20313.23478
149.28,20318.40754
149.32,20323.54258
149.36,20328.39736
149.4,20332.87447
149.44,20336.88441
149.4414063,20337.0141
149.48,20342.85922
149.52,20349.51753
149.56,20355.89646
149.6,20362.17356
149.64,20368.48287
149.6768723,20374.89743
149.68,20375.44796
149.72,20382.07123
149.76,20386.80739
149.8,20389.40162
149.84,20391.25576
149.88,20393.3806
149.92,20395.93175
149.96,20398.68361
150,20401.47425
150.04,20404.29465
150.08,20407.44173
150.12,20411.12643
150.16,20415.08433
150.2,20419.08862
150.24,20423.09377
150.28,20427.14264
150.32,20431.28739
150.36,20435.53402
150.4,20439.85793
150.4,20439.85793
150.44,20444.24674
150.48,20448.70185
150.52,20453.22492
150.56,20457.82735
150.6,20462.52189
150.64,20467.29633
150.68,20472.2103
150.72,20477.46065
150.76,20482.93173
150.8,20488.48145
150.84,20494.07606
150.88,20499.7056
150.92,20505.36915
150.96,20511.07131
151,20516.82686
151.04,20522.62652
151.08,20528.45646
151.12,20534.31591
151.16,20540.24179
151.2,20546.2922
151.24,20552.41499
151.28,20558.56619
151.32,20564.73159
151.3225,20565.11717
151.36,20570.90994
151.4,20577.10322
151.44,20583.30556
151.48,20589.51275
151.52,20595.72808
151.5525,20600.7834
151.56,20601.94965
151.6,20608.17647
151.6025,20608.5657
151.64,20614.40589
151.6553125,20616.79335
151.68,20620.65665
151.72,20626.93362
151.76,20633.21516
151.8,20639.49789
151.84,20645.7804
151.86125,20649.11916
151.88,20652.06383
151.9125,20657.17013
151.92,20658.34802
151.96,20664.63226
152,20670.91571
152,20670.91571
152.02,20674.05758
152.04,20677.19905
152.08,20683.48294
152.08,20683.48294
152.12,20689.76726
152.1325,20691.73044
152.16,20696.05102
152.2,20702.33422
152.24,20708.61809
152.28,20714.90264
152.3108333,20719.74607
152.32,20721.1864
152.36,20727.47166
152.4,20733.75843
152.44,20740.04673
152.48,20746.3391
152.52,20752.63287
152.56,20758.93273
152.6,20765.23352
152.64,20771.53688
152.68,20777.82544
152.72,20784.00379
152.76,20790.07847
152.8,20796.1266
152.84,20802.16524
152.88,20808.20028
152.92,20814.23443
152.96,20820.27901
153,20826.32647
153.04,20832.35996
153.08,20838.39468
153.12,20844.43316
153.16,20850.47583
153.2,20856.52175
153.24,20862.54096
153.28,20868.44672
153.32,20874.31578
153.36,20880.17318
153.4,20886.01156
153.44,20891.82365
153.48,20897.6058
153.52,20903.35282
153.56,20909.05856
153.6,20914.71638
153.64,20920.32083
153.68,20925.86922
153.7066667,20929.51625
153.72,20931.2842
153.76,20936.34471
153.8,20940.98935
153.827373,20943.8546
153.84,20945.56497
153.88,20952.34971
153.92,20959.12088
153.96,20965.65064
154,20972.12554
154.04,20978.61183
154.08,20985.09033
154.12,20991.55127
154.16,20997.99722
154.2,21004.43175
154.24,21010.85491
154.28,21017.266
154.32,21023.66525
154.36,21030.05753
154.4,21036.4424
154.4,21036.4424
154.44,21042.81887
154.48,21049.18631
154.52,21055.54781
154.56,21061.90487
154.6,21068.25655
154.64,21074.60093
154.68,21080.93967
154.72,21087.27608
154.76,21093.60918
154.8,21099.93746
154.84,21106.26032
154.88,21112.58141
154.92,21118.90091
154.96,21125.21711
155,21131.52906
155.04,21137.83851
155.08,21144.14767
155.12,21150.45538
155.16,21156.75994
155.2,21163.06079
155.24,21169.36213
