"Plot23"
"Time (sec)","Velocity2 (mm/sec)"
32.1199999999995,162.767579194655
32.1599999999995,161.893847662566
32.1999999999995,164.514543415338
32.2399999999995,165.005327660242
32.2799999999995,166.117541305129
32.3199999999995,166.134086434097
32.3599999999995,164.780363942363
32.3999999999995,163.210910292647
32.4399999999995,162.022226591825
32.4799999999995,161.254266010161
32.5199999999995,160.70762224367
32.5599999999995,160.098985638858
32.5999999999995,159.729573047963
32.6399999999995,159.903047724979
32.6799999999995,160.36770910123
32.7199999999995,160.134659622642
32.7599999999995,159.273023414002
32.7999999999995,158.451127096552
32.8399999999995,157.987198822386
32.8799999999995,157.707670670109
32.9199999999995,157.419136037125
32.9599999999995,157.167764582655
32.9999999999995,157.006345354609
33.0399999999995,157.035843296605
33.0799999999995,156.8166194359
33.0899999999995,156.842320848886
33.1199999999995,156.819698649216
33.1599999999995,156.733009750701
33.1999999999995,156.818998327715
33.2399999999995,156.865242188847
33.2799999999995,156.78773312273
33.3199999999995,156.758537018728
33.3599999999995,156.81000342668
33.3999999999995,156.914468802919
33.4399999999995,156.81629016462
33.4799999999995,156.775543628099
33.5199999999995,156.790869760171
33.5599999999995,156.886298117202
33.5999999999995,156.865898406563
33.6399999999995,156.787272128805
33.6799999999995,156.767949028383
33.7199999999995,156.858607602586
33.7599999999995,156.921541473464
33.7674999999995,156.904787050954
33.7999999999995,156.784250917963
33.8399999999995,156.690659439569
33.8699999999995,156.721905520414
33.8799999999995,156.613071131867
33.9199999999995,156.677014329611
33.9599999999995,156.631293367336
33.9999999999995,156.490672797804
34.0399999999995,156.525066413088
34.0616666666661,156.638604369905
34.0799999999995,156.643013913342
34.1199999999995,156.775616866579
34.1599999999994,156.865864546985
34.1999999999994,156.958127308429
34.2399999999994,157.117795656974
34.2799999999994,157.266183186885
34.3199999999994,157.18484404956
34.3599999999994,157.175928816324
34.3999999999994,157.195388588786
34.4399999999994,157.266860262788
34.4799999999994,157.270771189826
34.5199999999994,157.200631188319
34.5599999999994,157.178942016651
34.5999999999994,157.289207314564
34.6399999999994,157.39186157021
34.6799999999994,157.295184223774
34.7199999999994,157.314103331536
34.7599999999994,157.499584947515
34.7999999999994,157.663669394939
34.8399999999994,158.807248774385
34.8799999999994,169.006237835886
34.9199999999994,185.499170961752
34.9377473991154,192.722503772835
34.9599999999994,159.361292766212
34.9999999999994,140.871147980531
35.0399999999994,149.351259794442
35.0799999999994,155.64259803633
35.1199999999994,158.02441119349
35.1599999999994,157.613511264698
35.1999999999994,157.100549438441
35.2399999999994,156.956374100174
35.2799999999994,156.951873643518
35.3199999999994,157.023045490167
35.3599999999994,157.035145427314
35.3999999999994,156.973308654505
35.4399999999994,156.939494006396
35.4799999999994,156.955759846096
35.5199999999994,157.049316347165
35.5199999999994,157.049316347165
35.5599999999994,156.980603430637
35.5999999999994,156.93244905444
35.6399999999994,156.93479833554
35.6799999999994,157.006726872678
35.7199999999994,156.992669177298
35.7599999999994,156.936181960625
35.7999999999994,156.895215244839
35.8399999999994,156.961433030875
35.8499999999994,156.915616543003
35.8799999999994,157.010013925827
35.9199999999994,156.946751776122
35.9599999999994,156.908316247991
35.9999999999994,156.922202297516
36.0399999999994,157.007514288296
36.0799999999994,156.964339248023
36.1074999999994,156.885290542014
36.1199999999994,156.904849845587
36.1599999999994,156.905359259534
36.1599999999994,156.905359259534
36.1999999999994,156.95894992705
36.2399999999994,156.983394059984
36.2799999999994,156.924678773993
36.3199999999994,156.89261860343
36.3599999999994,156.918206040817
36.3924999999994,156.959913535508
36.3999999999994,164.163145245901
36.4399999999994,156.254549065091
36.4628844446373,151.403831672657
36.4799999999994,149.557493321315
36.5199999999994,135.266058010524
36.539379107678,117.892431877647
36.5599999999994,87.1203636388695
36.5999999999994,29.4031494709937
36.6399999999994,26.2099245202609
36.6799999999994,57.3569289335792
36.7199999999994,80.1175279762795
36.7599999999994,82.14493962525
36.7999999999994,79.5809353377549
36.8399999999994,82.4999418870444
36.8799999999994,89.6549808661712
36.9199999999994,97.8087835318361
36.9599999999994,101.534658151709
36.9999999999994,103.121999038982
37.0399999999994,107.531633001359
37.0799999999994,112.123522795616
37.1199999999994,114.622972469624
37.1599999999994,117.562711107879
37.1999999999994,122.170781562908
37.2399999999994,125.140407935014
37.2799999999994,126.634319067821
37.3199999999994,129.579590284679
37.3599999999994,133.417182667626
37.3999999999994,135.574384749745
37.4399999999994,137.768565233226
37.4799999999994,141.028100001259
37.5199999999994,142.769813314247
37.5599999999994,144.598400049146
37.5999999999994,147.608301504094
37.6399999999994,149.276118159037
37.6799999999994,151.35104953631
37.7099999999994,152.912809525955
37.7199999999994,153.250854266728
37.7599999999994,154.537466804671
37.7999999999994,155.099499685728
37.8399999999994,155.307659478003
37.8699999999994,155.438207318974
37.8799999999994,155.546043446989
37.8999999999994,155.854965618851
37.9199999999994,155.894771002671
37.9599999999994,156.122570657859
37.9999999999994,156.225905378381
38.0399999999994,156.333803897225
38.0799999999994,156.417529867701
38.1199999999994,156.572554530558
38.1599999999994,156.685981189011
38.1999999999994,156.737196007405
38.2399999999994,156.757281372977
38.2799999999994,156.601897017407
38.3199999999994,156.555148176198
38.3599999999994,156.491396818558
38.3999999999994,156.469254374357
38.4399999999994,156.472398176359
38.4799999999994,156.498420947633
38.4799999999994,156.498420947633
38.5012434895827,156.452426051639
38.5199999999994,156.482368874587
38.5318782552077,156.490104729889
38.5599999999994,156.448861966022
38.5999999999994,156.440820418304
38.6399999999994,156.516215741063
38.6799999999994,156.64501275083
38.7199999999994,156.751513612101
38.7599999999994,156.984368145351
38.7999999999994,157.13300188709
38.8399999999993,157.469071975201
38.8799999999993,157.717144262154
38.9199999999993,158.034468691651
38.9599999999993,158.440761955016
38.9999999999993,158.758611975309
39.0399999999993,159.174552156287
39.0799999999993,160.355118482821
39.1199999999993,162.425778944451
39.1599999999993,164.85007833985
39.1999999999993,167.606576202465
39.2399999999993,170.66870929807
39.2799999999993,173.637697946029
39.3199999999993,176.536982851974
39.3599999999993,176.888580950292
39.3999999999993,176.452446970232
39.4399999999993,176.158300760303
39.4799999999993,175.990786158204
39.5199999999993,175.913323383248
39.5599999999993,176.067097174713
39.5999999999993,175.970961846752
39.6399999999993,175.74746863853
39.6799999999993,175.92424419118
39.7199999999993,176.068385393893
39.7599999999993,175.354279011534
39.7999999999993,174.068731914092
39.8399999999993,171.035537978997
39.8799999999993,163.431033510901
39.9199999999993,182.345928383739
39.9264307916169,179.158342916543
39.9599999999993,164.40713076195
39.9999999999993,154.022789734314
40.0399999999993,150.928929483205
40.0799999999993,152.412225756702
40.1199999999993,153.047766826829
40.1599999999993,153.158648185815
40.1699999999993,153.355942250335
40.1999999999993,153.317918454835
40.2399999999993,153.651125928254
40.2799999999993,154.056807117606
40.3199999999993,154.073323728251
40.3599999999993,154.155653462305
40.3999999999993,154.384751827371
40.4399999999993,154.719958578182
40.4799999999993,154.847298149339
40.5199999999993,154.826065740111
40.5599999999993,154.933766054249
40.5999999999993,155.187834789529
40.6399999999993,155.436170801836
40.6799999999993,155.342346450346
40.6899999999993,155.532380878615
40.7199999999993,155.361133757449
40.7599999999993,155.523270292402
40.7999999999993,155.77859478303
40.8399999999993,155.75897406513
40.8799999999993,155.686700371338
40.9199999999993,155.74992073214
40.9599999999993,155.969094530931
40.9999999999993,156.095427781334
40.9999999999993,156.095427781334
41.0399999999993,155.966203278338
41.0799999999993,155.95882572433
41.1199999999993,156.100250596558
41.1599999999993,156.319134069653
41.1999999999993,156.190154584923
41.2399999999993,156.107257062885
41.2799999999993,156.179799202893
41.3099999999993,156.395802204652
41.3199999999993,156.374529334916
41.3599999999993,156.399863307905
41.3999999999993,165.75177552556
41.4399999999993,146.918173270451
41.4799999999993,118.107887146726
41.5199999999993,100.847505790315
41.5599999999993,93.9229322511326
41.5999999999993,92.3025192628246
41.6399999999993,93.1544891860138
41.6799999999993,93.3355031394799
41.7199999999993,129.372714682222
41.7599999999993,134.053661456891
41.7999999999993,124.127101808007
41.8399999999993,109.108875407117
41.8799999999993,96.2256631159251
41.9199999999993,87.59298513418
41.9599999999993,82.2847338819698
41.9999999999993,84.3355074146283
42.0399999999993,90.9400413465255
42.0799999999993,96.1284161072008
42.1199999999993,99.1113181064635
42.1599999999993,102.310638965218
42.1999999999993,106.343895533818
42.2399999999993,110.215167171593
42.2799999999993,114.618876422822
42.3199999999993,118.582538338669
42.3599999999993,120.593287130688
42.3999999999993,122.76318631594
42.4399999999993,125.535117233985
42.4799999999993,127.334788438511
42.5199999999993,129.990196153572
42.5599999999993,132.306068460291
42.5999999999993,133.730309052944
42.6399999999993,134.937518187876
42.6799999999993,135.644313880999
42.7199999999993,135.876762284931
42.7599999999993,135.345888597722
42.7999999999993,134.72861995056
42.8399999999993,134.565435954943
42.8799999999993,134.464283110675
42.9199999999993,133.56091151175
42.9599999999993,132.611053665256
42.9999999999993,131.904798536952
43.0224999999993,131.292965504316
43.0399999999993,130.868002006436
43.0799999999993,129.832316310906
43.1199999999993,128.390284992443
43.1599999999993,127.067021748642
43.1999999999993,125.619379486519
43.2351562499992,142.002266934507
43.2399999999993,156.921952804498
43.2628100447152,154.959550465477
43.2799999999993,154.999230321615
43.3199999999993,155.31232244262
43.3599999999993,155.659103952408
43.3816666666659,155.797432091636
43.3999999999993,155.852707837616
43.4399999999993,155.920671307747
43.4799999999993,155.882810812593
43.5199999999992,155.902085453849
43.5599999999992,156.028294674096
43.5999999999992,140.421606775471
43.633965863676,133.921379172894
43.6399999999992,132.190052137465
43.6799999999992,126.880534521231
43.7199999999992,127.855933863586
43.7599999999992,130.762491806686
43.7999999999992,133.345198751636
43.8399999999992,136.443308383142
43.8799999999992,139.721620934109
43.9199999999992,142.696067885128
43.9599999999992,145.12500914598
43.9999999999992,147.773746120058
44.0399999999992,149.19581877637
44.0799999999992,150.577501227249
44.1199999999992,152.013906601392
44.1599999999992,152.436250784107
44.1999999999992,153.036436191175
44.2399999999992,152.733841372381
44.2799999999992,151.576411035883
44.3199999999992,150.314238726016
44.3599999999992,148.853824051747
44.3999999999992,147.744827939681
44.4399999999992,144.986808155316
44.4799999999992,146.62708164886
44.5199999999992,142.231566838875
44.5599999999992,135.887193642492
44.5999999999992,126.712268352088
44.6399999999992,118.588122526433
44.6799999999992,116.108123708868
44.7199999999992,117.901645578608
44.7599999999992,124.186943757597
44.7808854166659,127.980689356023
44.7999999999992,131.526704672566
44.8399999999992,138.58674251147
44.8799999999992,147.473014493982
44.9199999999992,129.050594582116
44.9341957348426,103.661819141442
44.9599999999992,100.686437077932
44.9999999999992,104.523830737691
45.0399999999992,125.684313699476
45.0799999999992,114.992044900778
45.0871051778466,122.929900423685
45.1199999999992,152.254521420736
45.1599999999992,154.782125677153
45.1999999999992,155.588628205506
45.2399999999992,155.899642084549
45.2799999999992,155.960940444669
45.3107382450385,156.054124886055
45.3199999999992,156.018095192006
45.3599999999992,156.10035587228
45.3599999999992,156.10035587228
45.3999999999992,156.183728962913
45.3999999999992,156.183728962913
45.4399999999992,156.11284787205
45.4799999999992,156.099846846444
45.5199999999992,156.126033727669
45.5599999999992,156.221534448816
45.5999999999992,156.195320599249
45.6399999999992,156.144029043614
45.6799999999992,156.152387678904
45.7199999999992,156.231343135503
45.7599999999992,156.279657380795
45.7999999999992,156.222045920531
45.8399999999992,156.200955099418
45.8799999999992,156.246800281952
45.9199999999992,156.365347318027
45.9599999999992,156.306771803818
45.9812499999992,156.318199930542
45.9999999999992,156.262664830091
46.0399999999992,156.270385838707
46.0799999999992,156.087980966321
46.1199999999992,155.981578910923
46.1599999999992,155.808574982193
46.1999999999992,155.84947767945
46.2399999999992,156.046473107967
46.2799999999992,156.347494625207
46.3112499999992,156.37877573069
46.3199999999992,156.460491337534
46.3599999999992,156.567614166989
46.3999999999992,156.677721651568
46.4399999999992,156.810155899546
46.4799999999992,156.821961750807
46.5199999999992,156.787693689996
46.5599999999992,156.800651487213
46.5999999999992,156.915431075348
46.6399999999992,156.999738036692
46.6799999999992,156.966899143047
46.7199999999992,156.996104285993
46.7599999999992,157.153903975059
46.7999999999992,157.336388441001
46.8399999999992,157.420449509198
46.8799999999992,157.69467712293
46.9199999999992,162.724364002725
46.9599999999992,170.344563408522
46.9999999999992,179.675495897649
47.0399999999992,192.541898030239
47.0799999999992,207.493338200572
47.1199999999992,159.341174196168
47.1296542774327,155.383406088538
47.1599999999992,154.18435335184
47.1999999999992,157.984389947443
47.2399999999992,159.956672129369
47.2799999999992,160.035309458681
47.3199999999992,159.603582513134
47.3599999999992,159.10880789048
47.3999999999992,158.767783382865
47.4399999999992,158.599329520957
47.4799999999992,158.649704502036
47.4846874999992,158.533815744178
47.5199999999992,158.486506794183
47.5599999999992,158.167148007315
47.5999999999992,157.996012663402
47.6399999999992,157.990541860625
47.6799999999992,157.993025463884
47.6924999999992,157.819253343633
47.7199999999992,157.731871096281
47.7449999999991,157.663103910204
47.7599999999992,157.488030534822
47.7999999999992,157.458903498814
47.8399999999992,157.572545195526
47.8799999999992,157.458507436944
47.9199999999992,157.225531584324
47.9599999999992,157.153933468009
47.9999999999992,157.235972214579
48.0024999999992,157.187622094474
48.0399999999992,157.301496222739
48.0553124999992,157.0850633824
48.0799999999992,157.001357832156
48.1199999999992,156.861053650795
48.1599999999992,156.967025071358
48.1999999999992,157.064832269494
48.2399999999991,156.934226349807
48.2799999999991,156.756670169953
48.3124999999991,156.848519748033
48.3199999999991,156.731546877729
48.3599999999991,156.905722002474
48.3999999999991,156.884141820137
48.4399999999991,156.680425664866
48.4699999999991,156.716676327107
48.4799999999991,156.618236220041
48.5199999999991,156.71546502409
48.5599999999991,157.386936510503
48.5845927373801,156.260383885177
48.5999999999991,150.777556991814
48.6094295548275,144.974740700253
48.6399999999991,121.892490420351
48.6799999999991,97.1081283912521
48.7199999999991,84.7828258397858
48.7599999999991,107.486136198645
48.7999999999991,112.955722224813
48.813340680597,99.7396737318448
48.8399999999991,73.6819703824139
48.8799999999991,41.2598085905793
48.9199999999991,52.5204914631603
48.9599999999991,78.9249940982153
48.9999999999991,91.5510037208659
49.0399999999991,92.3268066575915
49.0799999999991,91.9829308941436
49.1199999999991,94.7572551686159
49.1599999999991,101.241694702761
49.1999999999991,107.953077406135
49.2399999999991,111.123531576659
49.2799999999991,113.411270770925
49.3199999999991,118.073365409183
49.3599999999991,121.942778638513
49.3999999999991,124.46408378066
49.4399999999991,126.689254237159
49.4799999999991,130.68678939056
49.5199999999991,132.971447988338
49.5599999999991,134.782572893424
49.5999999999991,138.488968190846
49.6399999999991,141.049600950978
49.6799999999991,142.654736527937
49.7199999999991,145.812157012493
49.7599999999991,148.143114291896
49.7999999999991,150.365456320516
49.8399999999991,152.678311880502
49.8399999999991,152.678311880502
49.8799999999991,153.923741041216
49.9199999999991,154.830162310219
49.9199999999991,154.830162310219
49.9599999999991,155.452095256142
49.9999999999991,155.822118572749
50.0399999999991,155.995330298037
50.0799999999991,156.258448598963
50.1199999999991,156.405267127841
50.1599999999991,156.608498343716
50.1999999999991,156.718526356673
50.2399999999991,156.815026334892
50.2799999999991,156.918342334935
50.3199999999991,157.052564001537
50.3599999999991,157.154716742691
50.3999999999991,157.00217516323
50.4399999999991,156.876427510376
50.4799999999991,156.846953287977
50.5199999999991,156.880472882058
50.5599999999991,156.836578313479
50.5999999999991,156.806366064967
50.6399999999991,156.801222396524
50.6799999999991,156.823923407443
50.7199999999991,156.823014916082
50.7599999999991,156.815610970281
50.7999999999991,156.959249053718
50.8399999999991,157.12524113884
50.8799999999991,157.231172324327
50.9199999999991,157.530969397996
50.9599999999991,157.766676639475
50.9999999999991,158.188997361121
51.0399999999991,158.574460486153
51.0799999999991,158.936241166068
51.1199999999991,159.369637840678
51.1599999999991,159.744479652879
51.1999999999991,160.754077624044
51.2399999999991,162.14000209395
51.2799999999991,163.853477168526
51.3199999999991,166.366902893386
51.3599999999991,170.227212969697
51.3999999999991,173.615686242947
51.4399999999991,177.098924247218
51.4799999999991,177.71488384318
51.5199999999991,177.659091318317
51.5599999999991,177.811335611382
51.5999999999991,177.738797456691
51.6399999999991,177.497646454121
51.6799999999991,177.622951494635
51.7199999999991,178.038712737702
51.7599999999991,178.321518077458
51.7999999999991,178.337232663877
51.8399999999991,178.549667179523
51.8799999999991,178.68321925084
51.9199999999991,178.384752659646
51.9599999999991,176.700793399849
51.9999999999991,171.888146898221
52.0399999999991,186.804385527608
52.0799999999991,167.224042363412
52.1199999999991,155.475571520065
52.1324999999991,153.353586926191
52.1599999999991,151.254727374639
52.1999999999991,152.420341696105
52.2399999999991,153.389426819389
52.2799999999991,153.750691034469
52.3199999999991,153.679711146018
52.329101562499,153.904773647525
52.3599999999991,153.873118842614
52.3999999999991,154.14111774698
52.4399999999991,154.519296832706
52.4799999999991,154.659883225258
52.5199999999991,154.681283515392
52.5399999999991,155.023980009249
52.5599999999991,154.830479245663
52.5999999999991,155.126858035782
52.6399999999991,155.379810233893
52.6599999999991,155.222423310319
52.6799999999991,155.320771191137
52.7199999999991,155.373218924335
52.739999999999,155.631096488874
52.7599999999991,155.568595615846
52.7999999999991,155.846522456048
52.8399999999991,155.822999112795
52.8799999999991,155.776615969504
52.919999999999,155.874580945587
52.959999999999,156.111574392638
52.999999999999,156.227545789957
53.039999999999,156.118159668036
53.079999999999,156.131862333576
53.119999999999,156.294340725964
53.159999999999,156.525221263372
53.199999999999,156.382318084931
53.239999999999,156.323047964831
53.279999999999,156.414396484701
53.309999999999,156.611600515646
53.319999999999,156.616558079594
53.359999999999,156.624287878671
53.399999999999,156.501531227916
53.439999999999,156.506340031048
53.479999999999,156.665316705313
53.519999999999,165.358597390436
53.559999999999,163.528272637665
53.599999999999,138.210073268323
53.639999999999,112.730271572798
53.6623065593576,103.406147580538
53.679999999999,98.7321636449545
53.689999999999,96.7461679592371
53.719999999999,93.6487138511849
53.759999999999,92.3874642478573
53.799999999999,93.2074931703718
53.839999999999,113.012870159359
53.8405891927074,113.714839724571
53.879999999999,134.220550341928
53.919999999999,133.440494206433
53.959999999999,120.822147136203
53.999999999999,104.916519375644
54.039999999999,92.0680429015066
54.079999999999,83.5190802194098
54.119999999999,80.5543050827824
54.159999999999,85.1305109582748
54.199999999999,92.4669925773704
54.239999999999,97.2388140671707
54.279999999999,99.8640766707312
54.319999999999,102.439608888282
54.359999999999,104.281375553616
54.399999999999,105.809501871345
54.439999999999,108.580933573343
54.479999999999,111.614550612722
54.519999999999,115.656137890173
54.559999999999,120.809950399156
54.599999999999,124.648371642396
54.639999999999,126.676695973516
54.679999999999,129.306264229992
54.719999999999,131.159894834182
54.759999999999,132.659226571112
54.799999999999,133.401385535102
54.839999999999,133.877084108335
54.879999999999,134.155873228876
54.919999999999,133.916668725162
54.959999999999,133.265509113703
54.979999999999,133.269969683368
54.999999999999,133.086685486145
55.039999999999,132.819977950289
55.079999999999,132.022402935217
55.119999999999,131.300735101976
55.159999999999,130.263219770534
55.199999999999,129.128343072264
55.239999999999,128.09068643383
55.279999999999,126.723969194079
55.319999999999,156.263205185219
55.359999999999,155.450949873156
55.399999999999,156.084740880186
55.439999999999,156.433852492825
55.479999999999,156.517499698459
55.519999999999,156.503885525466
55.559999999999,156.510812736479
55.599999999999,156.573464521732
55.639999999999,156.632696861727
55.679999999999,156.598050104588
55.719999999999,156.664420719045
55.759999999999,156.861105863995
55.799999999999,156.757919889908
55.839999999999,156.961845128472
55.879999999999,156.853594618559
55.919999999999,157.176833641581
55.959999999999,157.451369846841
55.999999999999,157.774696571861
56.039999999999,157.792394752182
56.049999999999,157.544626500534
56.079999999999,157.11448911631
56.119999999999,156.933457168423
56.159999999999,156.902858511684
56.199999999999,156.432154320835
56.239999999999,156.163899261834
56.279999999999,155.975635856203
56.319999999999,155.721568351199
56.359999999999,154.090943753775
56.399999999999,152.669804424049
56.439999999999,149.755444528102
56.479999999999,146.358085098094
56.519999999999,144.211846986884
56.559999999999,150.569327260742
56.599999999999,148.232036878375
56.639999999999,146.930186942398
56.679999999999,144.390985224692
56.719999999999,145.918328819083
56.719999999999,145.918328819083
56.759999999999,140.041344777518
56.779296249572,136.179952779351
56.799999999999,133.569701575989
56.839999999999,121.040231393821
56.879999999999,113.852176503076
56.919999999999,110.682822618358
56.959999999999,106.192768858201
56.999999999999,101.222417489042
57.039999999999,92.5068496914672
57.079999999999,92.0082946114294
57.119999999999,97.9677365526442
57.159999999999,130.773361482215
57.199999999999,117.473986617936
57.239999999999,108.597220627525
57.2786967008454,146.406430914579
57.279999999999,146.801422218047
57.319999999999,150.422116491873
57.359999999999,150.65978833761
57.399999999999,152.175057846015
57.439999999999,152.70474333974
57.479999999999,154.184376265932
57.519999999999,157.642027235643
57.559999999999,158.690798064091
57.5999999999989,159.034461042468
57.6399999999989,158.917171182982
57.6799999999989,158.637372372277
57.7199999999989,158.416962058937
57.7599999999989,158.250246197541
57.7999999999989,157.977331057551
57.8099999999989,157.999430693725
57.8399999999989,157.706881114217
57.8799999999989,157.532793905419
57.9199999999989,157.918050917291
57.9599999999989,158.929317853327
57.9599999999989,158.929317853327
57.9999999999989,158.472857049218
58.0399999999989,158.067227575493
58.0799999999989,157.738031647544
58.1199999999989,157.49382837117
58.1599999999989,157.264201916846
58.1999999999989,157.140165177512
58.2399999999989,157.111454538793
58.2499999999989,157.067308910737
58.2799999999989,157.17240139714
58.2999999999989,157.012155888682
58.3199999999989,157.023384777619
58.3599999999989,156.96433879434
58.3999999999989,156.96079196541
58.4399999999989,157.029093077043
58.4799999999989,157.005883820109
58.5199999999989,156.917353665549
58.5599999999989,156.890677965819
58.5999999999989,156.943136383866
58.6399999999989,156.993739887695
58.6799999999989,156.907170161511
58.7199999999989,156.880696587136
58.7599999999989,156.900066259098
58.7999999999989,156.97578842036
58.8174999999989,156.872541346199
58.8399999999989,156.927930938827
58.8487499999989,156.994971885275
58.8799999999989,156.867959201214
58.9199999999989,156.867495436458
58.9508333333322,156.983512605698
58.9599999999989,156.940749268364
58.9999999999989,156.964607764184
59.0399999999989,156.901060253953
59.0799999999989,156.875557917925
59.1199999999989,156.912130860474
59.1599999999989,156.99144831351
59.1999999999989,156.919058133836
59.2399999999989,156.873932780699
59.2799999999989,156.887145619082
59.2799999999989,156.887145619082
59.3199999999989,156.961112055104
59.3599999999989,156.967357385713
59.3999999999989,156.905038441302
59.4399999999989,156.881699496792
59.4799999999989,156.937664042962
59.4868749999989,156.897345414824
59.5199999999989,157.005480602684
59.5199999999989,157.005480602684
59.5599999999989,156.922493562382
59.5999999999989,156.899377667129
59.6399999999989,156.914221280204
59.6799999999989,156.991286316294
59.7199999999989,156.96880514446
59.7599999999989,156.901236128175
59.7999999999989,156.896106963173
59.8308333333322,157.020983305134
59.8399999999989,156.966724990114
59.8799999999989,157.002290585416
59.9199999999989,156.93847046029
59.9599999999989,156.910190096011
59.9999999999989,156.939821041611
60.0399999999989,157.023915279037
60.0799999999989,156.957464301526
60.0887499999989,157.023130928225
60.1199999999989,156.907731965184
60.1599999999989,156.916730053112
60.1999999999989,156.988445639602
60.2399999999989,157.004682063888
60.2799999999989,156.938347623237
60.3199999999989,156.918333748932
60.3599999999989,156.962193484228
60.3999999999989,157.037558231689
60.4399999999989,156.953020274058
60.4799999999989,156.9264218012
60.5199999999989,156.934837206206
60.5220312499989,156.925034412632
60.5599999999989,157.009885252554
60.5999999999989,156.997018605061
60.6399999999989,156.937041252292
60.6799999999989,156.91773261906
60.7199999999989,156.980820990193
60.7268749999989,156.935801673144
60.7599999999989,157.028016650157
60.7999999999989,156.959574894423
60.8399999999989,156.927615032492
60.8799999999989,156.953518553734
60.9199999999989,157.034646693055
60.9599999999989,156.985501675393
60.9874999999989,156.929988437628
60.9999999999989,156.921399821284
61.0399999999989,156.927092072856
61.0799999999989,156.996559495696
61.1199999999989,157.021715396772
61.1599999999989,156.953222503128
61.1999999999989,156.929890881669
61.2399999999989,156.969600225173
61.2474999999989,156.930113120368
61.2799999999989,157.049575459816
61.3199999999989,156.966253169797
61.3599999999989,156.935466400813
61.3999999999989,156.940949354476
61.4399999999989,157.012895801494
61.4799999999989,157.008792321237
61.5199999999989,156.94599402872
61.5599999999989,156.924839326836
61.5999999999989,156.983183312127
61.6068749999989,156.9402489051
61.6399999999989,157.038979200189
61.6799999999989,167.702670649803
61.7199999999989,151.363307709191
61.7599999999989,151.79328900186
61.7999999999989,145.916732163149
61.8399999999989,130.613991700211
61.8799999999989,115.06997841941
61.9199999999989,106.582947708975
61.9599999999989,106.10868984124
61.9999999999989,110.777969317595
62.0399999999989,115.712764123395
62.0499999999989,117.311339761532
62.0799999999989,120.673587493372
62.0799999999989,120.673587493372
62.1199999999989,109.118670022326
62.1348849366888,96.0363786551321
62.1599999999989,78.7969822042915
62.1999999999989,79.5832602956026
62.2399999999989,97.6459217309002
62.2799999999989,107.901519996267
62.3199999999988,109.038857159012
62.3599999999988,107.982160056233
62.3999999999988,110.88004932258
62.4399999999988,117.916813263083
62.4799999999988,122.444713198252
62.5199999999988,123.775057682329
62.5599999999988,126.183969979894
62.5999999999988,130.853508327274
62.6399999999988,135.310481237266
62.6799999999988,138.757342981022
62.7199999999988,141.747322411353
62.7599999999988,143.73891399777
62.7999999999988,145.306378210271
62.8399999999988,147.696651475477
62.8799999999988,149.572014398111
62.9199999999988,150.889789973396
62.9599999999988,153.092504927162
62.9999999999988,154.424104934621
63.0399999999988,154.869876367208
63.0799999999988,154.983870189856
63.1199999999988,155.324542335781
63.1599999999988,155.619069235538
63.1999999999988,155.83763972249
63.2399999999988,155.922600660829
63.2799999999988,155.998706044639
63.3199999999988,156.087550361557
63.3599999999988,156.242257586672
63.3999999999988,156.306866394141
63.4399999999988,156.346711692619
63.4799999999988,156.35523431139
63.482411076238,156.354276363984
63.5199999999988,156.33715535148
63.5599999999988,156.353468419494
63.5999999999988,156.3177695362
63.6399999999988,156.306465269422
63.6799999999988,156.320201640392
63.7199999999988,156.360313736718
63.7599999999988,156.346186972706
63.7999999999988,156.325058991952
63.8199999999988,156.389247804482
63.8399999999988,156.329396812861
63.8799999999988,156.362938970797
63.8846874999988,156.348614714154
63.9199999999988,156.388256852868
63.9599999999988,156.354981714404
63.9999999999988,156.3484780572
64.0399999999988,156.372268804786
64.0799999999988,156.422695582108
64.1199999999988,156.391951991831
64.1462499999989,156.377938747536
64.1599999999988,156.371972774053
64.1999999999988,156.380606859453
64.2399999999988,156.422764453164
64.2494075520822,156.390738589107
64.2799999999989,156.429189001426
64.3199999999989,156.398038592574
64.3524999999989,156.403009894412
64.3599999999989,156.392789735433
64.3999999999989,156.420908264161
64.4399999999989,156.467930547226
64.4799999999989,156.420951597087
64.5199999999989,156.401733195661
64.5599999999989,156.413392242016
64.5999999999989,156.458482405203
64.6399999999989,156.445857691093
64.6624999999989,156.421097934466
64.6799999999989,156.414988394176
64.7199999999989,156.411675191939
64.7599999999989,156.441596560288
64.7694270833322,156.413653327788
64.7999999999989,156.469184366551
64.8399999999989,156.42440379106
64.8799999999989,156.407927325152
64.9035270182281,156.468007722623
64.919999999999,156.424136483562
64.959999999999,156.470171482351
64.972499999999,156.421036194901
64.999999999999,156.437146835893
65.039999999999,156.408348814435
65.079999999999,156.409016557814
65.119999999999,156.445560243791
65.159999999999,156.456063120886
65.199999999999,156.418587579343
65.239999999999,156.406265081736
65.279999999999,156.424270266009
65.319999999999,156.475893104029
65.359999999999,156.425410619264
65.399999999999,156.40420850524
65.439999999999,156.408861261826
65.479999999999,156.448433505862
65.519999999999,156.441735056519
65.5599999999991,156.407521925237
65.597499999999,156.403994204431
65.5999999999991,156.400922496325
65.6399999999991,156.42931727137
65.6799999999991,156.462360299693
65.6799999999991,156.462360299693
65.7199999999991,156.416471335888
65.7599999999991,156.399046194816
