"Plot21"
"Time (sec)","Reaction Force27 (newton)"
4.76,109.442349602282
4.8,110.382095151845
4.84,110.537094816627
4.88,110.457863534643
4.92,110.434349038858
4.96,111.083425544472
5,112.13618758682
5.04,111.923861905352
5.08,111.711958171103
5.12,112.003778948378
5.16,112.933953605531
5.2,112.702832734357
5.24,112.95237812548
5.28,113.084000141005
5.32,113.808244706846
5.36,114.284969400229
5.4,113.972049291379
5.44,114.129029100505
5.48,113.656401225884
5.52,110.650469195524
5.56,109.268083128199
5.6,109.123532958477
5.6,109.123532958477
5.64,108.470090280075
5.68,112.909703572708
5.71429026590532,129.146945516786
5.72,133.266036164311
5.76,151.991920521113
5.8,170.5065150789
5.81974047122124,182.371168283021
5.84,199.886363816718
5.87577280941668,199.082594486908
5.88,129.726233754496
5.92,89.7827718423841
5.96,184.864889078982
5.97914104197675,189.713612958666
6,120.54244671995
6.04,171.510934159617
6.04,171.510934159617
6.073926503205,263.071410455354
6.08,181.806184421001
6.08585481478116,90.9409234539612
6.12,77.3978020962686
6.15477932563582,151.155557640566
6.16,209.876858482072
6.17335563833089,208.581969643084
6.2,118.811448431039
6.22419514337332,141.381362547689
6.24,202.199813445114
6.25355577562266,273.90711978631
6.26635796186688,303.69011603915
6.28,90.1196797373853
6.28616510988928,48.7570167659316
6.32,79.9475003785041
6.36,239.780067458052
6.36927456551626,210.944704355335
6.4,119.978847927712
6.42211565134654,146.732195756715
6.44,226.886628762973
6.46174125057835,325.974794680988
6.47495099185759,101.076789797838
6.48,57.1860982083548
6.52,82.1510280117026
6.56,252.802510413965
6.6,120.897571749897
6.62934818372995,178.928287506476
6.64000000000001,242.340061072134
6.65953450574512,335.986820697982
6.67398231524513,85.202164980903
6.68000000000001,43.2792209323376
6.72000000000001,83.9911050583943
6.76000000000001,246.378198767461
6.76000000000001,246.378198767461
6.80000000000001,122.40740133623
6.84000000000001,258.382643759943
6.85695669435928,333.632631136589
6.87074789389641,92.700357069843
6.88000000000001,34.3618637235011
6.88126802917215,32.1720506271859
6.92000000000001,88.1519578597549
6.95685244935513,244.751338272417
6.96000000000001,227.93132532039
7.00000000000001,122.765927894691
7.04000000000001,280.643027710188
7.05364661459041,330.081187633724
7.06726120678972,92.8513905992936
7.08000000000001,33.0480715381989
7.12000000000001,89.4487533517829
7.15627129374889,230.009034616344
7.16000000000001,200.333662790992
7.20000000000001,122.893063840699
7.21295596843172,152.422321383358
7.24000000000001,302.831444365436
7.25021441915494,340.092112746188
7.27756563850906,31.4887855808774
7.28000000000001,33.2123481738468
7.32000000000001,85.7649266124142
7.36000000000001,193.162110587474
7.40000000000001,124.136751149184
7.41214394309538,156.886152742145
7.44000000000001,316.736093432847
7.44896580166764,348.388774419609
7.48000000000001,26.390193779239
7.52000000000001,85.2972134669702
7.54349469231964,167.08480689632
7.56000000000001,201.569025251652
7.60000000000001,124.414277954374
7.62132109728513,186.753267016132
7.64000000000001,306.330062928674
7.65178750716604,348.072263651938
7.68000000000001,26.4593699531478
7.72000000000001,86.8721133596451
7.74420270471014,164.840697584056
7.75499562782955,238.198596826797
7.76000000000001,199.556440953363
7.80000000000001,124.658295688863
7.82070259122102,181.233736649267
7.84000000000001,302.694864586659
7.85111308511399,337.001483507402
7.87504497527876,31.6557705233816
7.88000000000001,33.4773201262467
7.92000000000001,84.0250784322435
7.94052275877055,162.56823554392
7.95210122297688,230.710790202765
7.96000000000001,172.149732075121
8.00000000000001,124.356046655577
8.04,307.752357912468
8.04733001428058,320.039226269119
8.05936368438679,109.61206154334
8.07042240647338,37.7459955087588
8.08,43.6101191608034
8.12,77.2888011902326
8.15112253458874,216.606703636876
8.16,150.371327061649
8.2,136.845939823897
8.21309532874816,179.409516217769
8.2341202107882,299.307407965485
8.24,326.246507757037
8.24450285749315,327.502969574778
8.25720818722651,98.0512784812049
8.28,42.3448013962655
8.32,75.0381987961334
8.34587760158202,254.749060391175
8.36,150.781374474982
8.4,136.076562571332
8.40687794349708,158.473247599575
8.44,343.011137358181
8.44314720073914,353.94475669541
8.48,37.4280566523553
8.51999999999999,74.3910778664986
8.53647758367139,159.050358909256
8.55999999999999,152.606375796621
8.59999999999999,137.928845487442
8.6076355273715,163.455467556155
8.63999999999999,352.096273539622
8.64228386521242,362.765610931726
8.67999999999999,37.241108285898
8.71999999999999,73.8158749704954
8.73594064001711,155.266588882457
8.74625335793259,222.618587344881
8.75999999999999,132.231593528015
8.79999999999999,150.912704801329
8.80397731181991,162.519135375154
8.83738977045421,348.375507613289
8.83999999999999,325.512738700514
8.87999999999999,56.0941405772538
8.91999999999999,76.3101481331418
8.92638167201711,154.311035296685
8.93759516334685,224.826253382
8.95999999999998,123.491174808015
8.99999999999998,188.271379184875
9.0257957036476,334.065268122215
9.03999999999998,82.3045108608163
9.03999999999998,82.3045108608163
9.07999999999998,78.7269017190173
9.11999999999998,223.567832397667
9.12336948784939,206.148943578345
9.15999999999998,125.744027676969
9.18639036458876,173.68528542598
9.19999999999998,277.985656514882
9.21278033673623,337.299686514333
9.2236881634325,109.806035142155
9.23509579128441,45.1270603711733
9.23999999999998,48.1262592029478
9.27999999999998,68.3567823290684
9.29508034604292,143.803514052621
9.31999999999998,163.714906005118
9.35999999999998,156.551929748939
9.39429203143375,367.153762988272
9.39999999999998,332.888263036816
9.40838794249967,83.9512070372386
9.43999999999997,64.6532119950862
9.47999999999997,75.4207696056597
9.4860099383489,143.939348317592
9.51999999999997,104.611474702811
9.55999999999997,175.157886472007
9.58648784124968,358.972088688621
9.59999999999997,70.4022525834476
9.63999999999997,79.9196188757827
9.67999999999997,178.292113440508
9.68780591892667,197.877976482583
9.71999999999997,130.614890215179
9.75999999999997,252.188991884702
9.77435943029396,314.723556164661
9.79999999999997,67.0382960758509
9.83999999999997,48.5893063323245
9.86965182633803,203.430314150672
9.87999999999997,137.172281562877
9.91999999999996,153.168219629467
9.92488241427951,164.617123436701
9.95139712255881,288.260564058533
9.95999999999996,146.638963135245
9.99999999999996,92.0075143414636
10.04,241.497380141665
10.0452531864184,184.341011539291
10.08,123.554672916989
10.12,270.959963957685
10.1254856018849,274.394503399075
10.16,77.7200160501443
10.2,28.4197920813297
10.206360860425,137.722144065576
10.2248584006248,173.945502183529
10.24,118.688172163413
10.2767680565303,139.183435361971
10.28,145.807457168383
10.32,169.757339934332
10.36,89.3819620425129
10.3924904128951,178.2236423583
10.4,223.287503036506
10.4228337873709,140.800348223481
10.44,98.3951302851617
10.48,114.948480827156
10.52,163.727562394909
10.56,119.487097905159
10.5999999999999,114.711819417185
10.6399999999999,169.761546805499
10.6647845590339,165.153950708913
10.6799999999999,96.7785686356532
10.7199999999999,104.236603605205
10.7599999999999,130.756206042375
10.7999999999999,135.55324152873
10.8399999999999,84.108668743295
10.8799999999999,100.421346110606
10.9085997232242,102.531923747101
10.9199999999999,100.657032706008
10.9599999999999,110.731127802484
10.9667257009852,112.670078420563
10.9999999999999,110.656540427896
11.0270448770761,111.3296261058
11.0399999999999,103.126698322844
11.0799999999999,71.9908614277053
11.0799999999999,71.9908614277053
11.1199999999999,51.9663730538864
11.1599999999999,15.0554399857259
11.1999999999999,14.1600536025984
11.1999999999999,14.1600536025984
11.2399999999999,16.3072558892855
11.2799999999999,17.2555970099207
11.3199999999999,18.7824645333747
11.3599999999999,23.4883341664645
11.3999999999999,31.2436102209887
11.4399999999999,39.4987748235571
11.4799999999999,47.3082294748704
11.5199999999999,44.951158285284
11.5599999999999,44.8595203496
11.5999999999999,46.4842880720123
11.6399999999999,47.5904003847681
11.6799999999999,48.9028400675825
11.7199999999999,48.2086404229146
11.7599999999999,45.5668251295797
11.7999999999999,41.8222908842632
11.8399999999999,37.8696639935517
11.8799999999999,33.291695896455
11.9199999999999,31.2627368193442
11.9599999999999,24.8271938004322
11.9999999999999,18.8445096045834
12.0399999999999,17.1833913766002
12.0799999999999,13.2023742284478
12.1199999999999,9.52502001288942
12.1599999999999,5.54560193343197
12.1999999999999,0.106074437171253
12.2399999999999,-5.47507055245721
12.2799999999999,-6.52263198032427
12.3199999999999,-2.6283835499871
12.3599999999999,3.34883214798121e-15
12.3835286458332,-1.95149467658853e-15
12.3999999999999,-2.45670311446964e-15
12.4399999999999,-5.12129008397279e-15
12.4799999999999,-5.36602832342233e-18
12.5199999999999,-1.41768731098399e-17
12.5599999999999,1.04556184005062e-14
12.5999999999999,-3.73088813550714e-17
12.6374999999999,-7.37857183681673e-15
12.6399999999999,-6.7561335597349e-15
12.6729687499999,2.9203790858796e-15
12.6799999999999,-9.26364941584438e-15
12.6870312499999,1.8005343772979e-15
12.7199999999999,-8.2453678220419e-15
12.7599999999999,-2.11555966851789e-15
12.7999999999999,-5.57495261560019e-15
12.8399999999999,8.03722332569482e-16
12.8799999999999,7.41907447488322e-15
12.9199999999999,4.74440097562769e-15
12.9599999999999,-6.7124722199864e-16
12.9799999999999,-5.47574822320768e-16
12.9999999999999,4.26432912819639e-16
13.0199999999999,-2.88722998814788e-16
13.0399999999999,7.64598278848699e-15
13.0799999999999,-1.00099608551969e-15
13.1199999999999,-2.12701396904372e-15
13.1599999999999,-3.25303185256776e-15
13.1999999999999,-4.37904973609179e-15
13.2399999999999,-5.50506761961582e-15
13.2799999999999,-6.63108550313985e-15
13.2924999999999,-6.98296609174111e-15
13.3199999999999,-7.75710338666399e-15
13.3287499999999,-8.00341979868492e-15
13.3599999999999,-8.88312127018803e-15
13.3999999999999,-1.00091391537121e-14
13.4399999999999,2.42729706540237e-15
13.4799999999999,6.90670731242958e-15
13.5199999999999,-1.64070449610074e-15
13.5599999999999,3.26174955772109e-15
13.5999999999999,3.9791450694283e-15
13.6399999999999,-4.97822884757701e-15
13.6799999999999,-4.08869335539402e-15
13.7199999999999,-2.80588282474097e-15
13.7599999999999,-1.61665302328513e-15
13.7999999999999,-5.26378368917319e-16
13.8399999999999,2.23859862557756e-16
13.8799999999999,-5.12447328851058e-15
13.9199999999999,-8.94672671928234e-15
13.9599999999999,-2.98239450498941e-16
13.9999999999999,8.34079012866945e-16
14.0399999999999,-2.76592504772158e-16
14.0799999999999,-1.05272955751772e-14
14.1199999999999,3.86861968699554e-15
14.1599999999999,1.99443052114582e-17
14.1999999999999,-2.88756743053008e-17
14.2399999999999,-1.46547780863512e-16
14.2799999999999,-3.33072014463178e-16
14.3199999999999,-5.88448375104298e-16
14.3599999999999,-9.12676862786871e-16
14.3999999999999,-1.3057574775109e-15
14.4399999999999,-1.7676902192763e-15
14.4799999999999,-2.29733814260671e-15
14.5199999999999,-2.8500365920163e-15
14.5599999999999,-3.40273504142597e-15
14.5999999999999,-3.95543349083557e-15
14.6399999999999,-4.50813194024518e-15
14.6799999999999,-5.06083038965477e-15
14.7199999999999,-5.61352883906439e-15
14.7599999999999,-6.16622728847409e-15
14.7999999999999,-6.71892573788377e-15
14.8399999999999,-7.27162418729347e-15
14.8799999999999,-7.82432263670308e-15
14.9199999999999,-8.37702108611278e-15
14.9599999999999,-8.9297195355224e-15
14.9999999999999,-9.48241798493199e-15
15.0399999999999,-1.00351164343416e-14
15.0799999999999,-1.05878148837512e-14
15.1199999999999,-1.11405133331608e-14
15.1199999999999,-1.11405133331608e-14
15.1599999999999,2.65793332241709e-15
15.1599999999999,2.65793332241709e-15
15.1999999999999,-7.9534838718387e-15
15.2399999999999,2.49438865950352e-15
15.2799999999999,8.53498865447995e-16
15.3199999999998,2.01140910358549e-15
15.3199999999998,2.01140910358549e-15
15.3599999999998,1.02539927840396e-17
15.3925841307473,-2.20332008514441e-18
15.3999999999998,-5.03849786514243e-18
15.4399999999998,-2.03309885143237e-17
15.4799999999998,-3.56234791635065e-17
15.4946202878963,-4.12129945621152e-17
15.5199999999998,-5.0915969812691e-17
15.5543340845583,-6.40423114891491e-17
15.5599999999998,-6.62084604618752e-17
15.5999999999998,-8.15009511110572e-17
15.6399999999998,-9.67934417602402e-17
15.6606249999998,-1.04678632251224e-16
15.6799999999998,-1.12085932409423e-16
15.7099999999998,-1.23555300396309e-16
15.7199999999998,-1.27378423058607e-16
15.7599999999998,-1.42670913707788e-16
15.7999999999998,-1.57963404356972e-16
15.8399999999998,-1.73255895006155e-16
15.8799999999998,-1.88548385655336e-16
15.9199999999998,-2.03840876304517e-16
15.9599999999998,-2.19133366953697e-16
15.9999999999998,-2.34425857602878e-16
16.0399999999998,-2.4971834825206e-16
16.0799999999998,-2.65010838901241e-16
16.1199999999998,-2.8030332955042e-16
16.1599999999998,-2.95595820199596e-16
16.1999999999998,-3.10888310848773e-16
16.2399999999998,-3.26180801497954e-16
16.2799999999998,-3.41473292147133e-16
16.2799999999998,-3.41473292147133e-16
16.3199999999998,-3.5676578279631e-16
16.3599999999998,-3.72058273445493e-16
16.3863736979165,-3.82141261664872e-16
16.3999999999998,-3.87350764094672e-16
16.4399999999998,-4.02643254743853e-16
16.4799999999998,-4.17935745393032e-16
16.5199999999998,-4.33228236042212e-16
16.5599999999998,-4.48520726691394e-16
16.5999999999998,-4.63813217340575e-16
16.6399999999998,-4.79105707989757e-16
16.6799999999998,-4.94398198638938e-16
16.7199999999998,-5.0969068928812e-16
16.7599999999998,-5.24983179937301e-16
16.7999999999998,250.451378546309
16.8399999999998,194.314215148966
16.8799999999998,98.8075928020524
16.9199999999998,84.1450624294292
16.9599999999998,95.8357496932397
16.9999999999998,113.258303300509
17.0399999999998,121.158020970771
17.0799999999998,120.703781881432
17.1199999999998,116.320495324961
17.1599999999998,110.080392109658
17.1999999999998,96.5950748115661
17.2328640747068,97.4697910796358
17.2399999999998,265.148608278393
17.2548483785154,276.559700129199
17.2695206342879,198.671464020149
17.2799999999998,131.847293274494
17.2937387962841,114.113235234272
17.3199999999998,99.4007472471865
17.3599999999998,102.022600850247
17.3999999999998,103.406935882979
17.4399999999998,98.6550781183063
17.4799999999998,101.803371300537
17.5199999999998,103.175363608668
17.5599999999998,102.53934383358
17.5999999999998,101.979274214772
17.6299999999998,102.414841281531
17.6399999999998,101.901240641072
17.6799999999998,102.578628006535
17.7199999999998,102.556665354711
17.7599999999998,102.074367308372
17.7999999999998,101.790060890805
17.8399999999998,102.046810260269
17.8799999999998,102.633567819125
17.9199999999998,102.226300139693
17.9599999999998,101.896238210446
17.9999999999998,101.865905724116
18.0399999999998,102.574217620218
18.0799999999998,102.341648968511
18.1199999999998,101.950641898574
18.1599999999998,101.780381480435
18.1999999999998,102.167911047887
18.2069193334299,101.845304353017
18.2399999999998,97.8808387831886
18.2799999999998,100.577732289786
18.3199999999998,97.4590388504209
18.3599999999998,100.024723687602
18.3999999999998,102.547683262192
18.4399999999998,101.880020914847
18.4799999999998,102.027584051722
18.5199999999998,103.813736493709
18.5599999999998,106.414716990442
18.5999999999998,107.783409200174
18.6399999999998,108.504997894675
18.6799999999998,109.483070091205
18.7199999999998,110.971245099918
18.7599999999998,112.996453337806
18.7999999999998,113.48268574139
18.8399999999998,112.836819092203
18.8799999999998,113.744169942929
18.9199999999998,106.588444277254
18.9599999999998,102.4883178324
18.9999999999998,101.424712201362
19.0399999999998,100.778272487692
19.0799999999998,100.577542271988
19.1199999999998,100.419457731427
19.1599999999998,91.79117791829
19.1999999999998,91.1531122661641
19.2399999999998,91.2994536682209
19.2799999999998,91.559970151101
19.3199999999998,87.2507431433377
19.3599999999998,80.6219352086815
19.3999999999998,79.4488465318003
19.4399999999998,79.9154832135344
19.4799999999998,79.7780975573084
19.5199999999998,79.093355973923
19.5599999999998,78.7433340338516
19.5999999999998,78.7203187529817
19.6399999999998,79.2530547300209
19.6799999999998,78.650604627245
19.7199999999998,78.2858256105217
19.7599999999998,78.2620509592207
19.7999999999998,79.7986332097184
19.8399999999998,80.0778253829567
19.8799999999998,80.5581893670709
19.9199999999998,80.7049165938932
19.9199999999998,80.7049165938932
19.9599999999998,81.0728118277372
19.9999999999998,81.5543134783874
19.9999999999998,81.5543134783874
20.0399999999998,81.2587354185021
20.0799999999997,81.0644949130926
20.1199999999997,81.1455487798917
20.1599999999997,81.8754972273448
20.1999999999997,81.6568915604172
20.2399999999997,81.3929469213814
20.2799999999997,81.3356592221508
20.3199999999997,81.782415180948
20.3599999999997,82.0490707786109
20.3999999999997,81.7516436048746
20.4399999999997,81.5673586069602
20.4799999999997,81.7477926893142
20.5199999999997,82.9509047625466
20.5599999999997,83.1249589024455
20.5999999999997,83.7136465761504
20.6399999999997,85.0461249653158
20.6799999999997,87.0798109891126
20.7199999999997,88.3122237040954
20.7599999999997,88.3351671189244
20.7999999999997,88.2110797410395
20.8399999999997,88.7225221629845
20.8799999999997,89.6438248951835
20.9199999999997,89.7770685391846
20.9599999999997,90.0197201889217
20.9999999999997,90.7862492277856
21.0399999999997,92.4748258989815
21.0799999999997,93.1321242130484
21.1199999999997,93.7468679097932
21.1599999999997,94.842879722534
21.1999999999997,97.1063521005396
21.2399999999997,99.3941855511051
21.2799999999997,100.250033833835
21.3199999999997,100.825535584805
21.3599999999997,102.150466417001
21.3999999999997,104.12736610718
21.4399999999997,104.947437456264
21.4799999999997,106.262505788886
21.5199999999997,108.349465981091
21.5599999999997,111.457457415445
21.5999999999997,115.708915335036
21.6399999999997,118.375547586581
21.6624999999997,120.027252681696
21.6799999999997,92.064515718154
21.7199999999997,100.498421395243
21.7599999999997,106.756806062219
21.7999999999997,105.14501158128
21.8399999999997,103.617169682042
21.8799999999997,103.326083102963
21.9199999999997,104.043907616853
21.9599999999997,103.733049738578
21.9999999999997,103.138665171117
22.0299999999997,103.032575029897
22.0399999999997,102.780007749402
22.0799999999997,103.089910663778
22.1199999999997,103.37532810484
22.1599999999997,102.859843726667
22.1999999999997,102.466381843997
22.2399999999997,102.407301446197
22.2799999999997,103.141813648987
22.3199999999997,102.675978689746
22.3599999999997,102.249269635335
22.3799999999997,102.868115588096
22.3999999999997,102.0669974165
22.4399999999997,102.492242111785
22.4799999999997,102.600578152332
22.5199999999997,102.151548873692
22.5599999999997,101.838551032723
22.5999999999997,101.900928661426
22.6399999999997,102.582378896226
22.6799999999997,102.14493995867
22.7199999999997,101.78346738287
22.7599999999997,101.688709580675
22.7999999999997,102.280714669166
22.8399999999997,102.183521039767
22.8799999999997,101.771052858918
22.9199999999997,101.520856870253
22.9599999999997,101.799968160478
22.9999999999997,102.263734433855
23.0399999999997,101.847573929812
23.0799999999997,101.528099971694
23.1127411826325,146.450395589008
23.1199999999997,122.098778884549
23.1599999999997,119.724969006827
23.1796846550377,107.650515572557
23.1999999999997,108.458689562614
23.2399999999997,110.493984321105
23.2799999999997,108.800328776504
23.3199999999997,106.988007933609
23.3599999999997,106.181212378527
23.3999999999997,105.812102559423
23.4399999999997,105.793016370756
23.4399999999997,105.793016370756
23.4799999999997,105.246913925631
23.4899999999997,105.1042306349
23.5199999999997,105.024745356437
23.5599999999997,104.554500315857
23.5999999999997,103.796050609632
23.6399999999997,102.796618337225
23.6799999999997,102.41284365359
23.7199999999997,101.951022491161
23.7599999999997,101.263505933133
23.7999999999997,100.049506578468
23.8399999999997,99.4358494860682
23.8699999999997,99.0683413118788
23.8799999999997,98.9920962424293
23.9199999999997,98.3784100034752
23.9599999999997,97.5409845741126
23.9699999999997,97.1237841321632
23.9999999999997,96.5108305882897
24.0399999999997,96.1009862549553
24.0799999999997,95.6156466690679
24.1199999999997,95.0274723946075
24.1299999999997,94.8824418426159
24.1599999999997,93.8067799958125
24.1999999999997,93.5015897552727
24.2399999999997,93.1841079836041
24.2799999999997,93.4696286376752
24.3199999999997,99.5319871919642
24.3599999999997,108.323625373545
24.3999999999997,118.053454013818
24.4399999999997,121.976252701025
24.4799999999997,125.231203932274
24.5199999999997,125.203786710609
24.5599999999997,125.073896350658
24.5999999999997,125.318036416784
24.6399999999997,125.424745167684
24.6799999999997,124.82394744525
24.7199999999997,125.289083606596
24.7299999999997,125.284080639729
24.7599999999996,125.306362628298
24.7999999999996,124.940964143664
24.8399999999996,125.048367853321
24.8799999999996,123.559311128602
24.9199999999996,123.004544698582
24.9599999999996,123.067400676142
24.9787499999996,122.307213347198
24.9999999999996,122.195549699141
25.0399999999996,121.881960204093
25.0799999999996,122.087490183688
25.0891666666663,121.710295900246
25.1199999999996,122.456442532713
25.1599999999996,121.842703180311
25.1999999999996,121.358183049834
25.2399999999996,121.301492479124
25.244583333333,121.172398931525
25.2799999999996,122.096139858458
25.3199999999996,121.406810009827
25.3462499999996,120.769262419501
25.3599999999996,120.661035011522
25.3999999999996,120.292702454761
25.4399999999996,119.490609572582
25.4799999999996,117.77078787312
25.5199999999996,116.487742172814
25.5599999999996,113.150962526904
25.5999999999996,110.043457020978
25.6399999999996,106.680340774666
25.6799999999996,102.993556395278
25.7199999999996,100.413197563955
25.7599999999996,96.6166206584974
25.7999999999996,93.1445836393863
25.8224999999996,95.8194926497848
25.8399999999996,93.0221864006339
25.8799999999996,89.3561688791995
25.9199999999996,89.2530446512536
25.9599999999996,90.0686244040286
25.9599999999996,90.0686244040286
25.9999999999996,91.0388596807523
26.0099999999996,90.8376834985472
26.0399999999996,90.6075943314743
26.0799999999996,92.2719731653875
26.1199999999996,93.7024191682068
26.1599999999996,93.7443810438686
26.1999999999996,94.6789412469621
26.2399999999996,95.5634062556462
26.2799999999996,95.6693493100338
26.3199999999996,94.5521377192075
26.3599999999996,94.836034813191
26.3999999999996,93.7605591299304
26.4399999999996,90.8357236475045
26.4799999999996,87.5610468137957
26.5199999999996,77.8683799382959
26.5599999999996,63.066148883689
26.5999999999996,28.6590250675422
26.6171801757809,358.617213021452
26.6399999999996,169.411788283779
26.6799999999996,114.166619112599
26.7199999999996,94.0340041012194
26.7599999999996,95.0262593243184
26.7999999999996,97.3471949124564
26.8399999999996,98.2822954045618
26.8799999999996,99.0351197116168
26.9199999999996,98.7580120627271
26.9599999999996,98.605829962053
26.9999999999996,98.8031225823271
27.0399999999996,99.7909332854289
27.0799999999996,99.7158852962631
27.1199999999996,99.4099573147204
27.1599999999996,99.4562456042933
27.1999999999996,99.9741011815675
27.2399999999996,100.417265067476
27.2799999999996,100.148543404967
27.3199999999996,99.969137233212
27.3599999999996,100.107207171175
27.3999999999996,100.980511093405
27.4399999999996,100.675261176859
27.4799999999996,100.41618150592
27.5199999999996,100.379794481963
27.5599999999996,100.965087277572
27.5999999999996,101.117782265809
27.6399999999996,100.789315994674
27.6799999999996,100.578484817317
27.7199999999996,100.801360506956
27.7599999999996,101.484859236979
27.7999999999996,101.131980434065
27.8399999999996,100.85082529293
27.8799999999996,100.847533702624
27.9199999999996,101.541529818312
27.9599999999996,101.423804274158
27.9999999999996,101.072466899216
28.0399999999996,100.902681685634
28.0799999999996,101.268218549592
28.1155353919151,109.292826611188
28.1199999999996,107.252491526219
28.1377920106784,107.267612684888
28.1599999999996,95.9628488906851
28.1999999999996,93.9293330365583
28.2399999999996,94.3812704683072
28.2799999999996,92.6459457419675
28.3199999999996,90.1527319799342
28.3599999999996,88.4041478184651
28.3999999999996,87.3202382542762
28.4399999999996,87.114069598984
28.4799999999996,86.1796235329566
28.5199999999996,84.7259745766282
28.5599999999996,83.3219602511998
28.5999999999996,82.3135667160985
28.6399999999996,81.9267500830868
28.6799999999996,80.6788207663964
28.7199999999996,79.4249325885183
28.7599999999996,78.3874781550666
28.7999999999996,77.9952870627204
28.8399999999996,77.2331797875047
28.8799999999996,76.1605148027277
28.8999999999996,76.2969686201839
28.9199999999996,75.1203648255814
28.9599999999996,74.5644620294766
28.9999999999996,74.390280038536
29.0399999999996,73.598592625129
29.0799999999996,72.7740159506869
29.1199999999996,72.1289411250654
29.1599999999996,72.2437068599477
29.1999999999996,71.8228000846941
29.2399999999996,71.2521911824827
29.2799999999996,70.6085670505722
29.3199999999996,70.8288882958234
29.3599999999996,71.1534661211844
29.3999999999996,70.6229386722704
29.4399999999996,70.4735197840583
29.4799999999995,70.4660517344257
29.5199999999995,71.2282744033954
29.5599999999995,71.0274196344373
29.5999999999995,70.7860531317689
29.6399999999995,70.5729966503052
29.6799999999995,71.2574284781602
29.7199999999995,71.3024248894924
29.7599999999995,71.0751603432576
29.7999999999995,71.0784854723056
29.8399999999995,71.1716147883905
29.8799999999995,71.7631296384767
29.9199999999995,71.7740739776546
29.9599999999995,71.778525814496
29.9999999999995,72.1021031174818
30.0399999999995,72.977625940427
30.0499999999995,72.3708188637884
30.0799999999995,72.9803192124847
30.1012499999995,72.7172976049462
30.1199999999995,72.9076600156909
30.1599999999995,73.005388561454
30.1999999999995,73.5423032751676
30.2399999999995,74.1585544657238
30.2799999999995,74.0746735466375
30.3099999999995,73.9696376089673
30.3199999999995,74.0018173409942
30.3599999999995,74.2694698298745
30.3999999999995,75.496073596041
30.4399999999995,75.5510703891598
30.4499999999995,76.2340738071017
30.4799999999995,76.2848079099875
30.5199999999995,78.0067170670746
30.5599999999995,81.106277478398
30.5999999999995,84.8437893327742
30.6399999999995,90.0518327191566
30.6699999999995,95.4877698062048
